,matchid,teamid,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills
276498,141761,100,0,0,0,0,0,0,1,0,0,0,0
276499,141761,200,1,1,1,1,1,0,11,3,1,2,0
276500,141762,100,0,1,0,0,1,1,3,0,0,4,1
276501,141762,200,1,0,1,1,0,0,10,2,1,1,0
276502,141763,100,0,0,1,1,0,0,10,2,1,1,0
276503,141763,200,1,1,0,0,1,0,3,0,0,2,0
276504,141764,100,0,1,0,0,0,0,3,0,0,0,0
276505,141764,200,1,0,1,1,1,0,9,2,1,3,0
276506,141765,100,1,0,1,1,0,0,8,1,1,0,0
276507,141765,200,0,1,0,0,1,0,3,0,0,3,0
276508,141766,100,0,1,0,0,1,1,8,1,1,4,1
276509,141766,200,1,0,1,1,0,0,6,1,1,0,0
276510,141767,100,0,0,0,0,0,0,0,0,0,0,0
276511,141767,200,1,1,1,1,1,1,9,1,1,3,1
276512,141768,100,0,0,0,0,0,0,0,0,0,0,0
276513,141768,200,1,0,0,0,0,0,0,0,0,0,0
276514,141769,100,1,0,0,0,0,0,1,0,0,0,0
276515,141769,200,0,1,1,1,1,0,11,2,1,4,0
276516,141770,100,0,0,0,0,0,0,0,0,0,0,0
276517,141770,200,1,1,0,0,1,0,2,0,0,1,0
276518,141771,100,1,1,0,1,1,0,8,1,2,4,0
276519,141771,200,0,0,1,0,0,0,9,1,0,0,0
276520,141772,100,1,1,1,1,0,0,8,2,1,1,0
276521,141772,200,0,0,0,0,1,0,1,0,0,2,0
276522,141773,100,0,0,1,1,0,0,8,1,2,1,0
276523,141773,200,1,1,0,0,1,0,6,0,0,1,0
276524,141774,100,1,1,0,0,0,0,3,0,0,1,0
276525,141774,200,0,0,1,1,1,0,8,1,1,3,0
276526,141775,100,1,0,0,0,0,0,0,0,0,0,0
276527,141775,200,0,1,1,0,1,1,7,1,0,3,1
276528,141776,100,1,1,0,1,0,0,6,0,1,3,0
276529,141776,200,0,0,1,0,1,0,7,1,0,1,0
276530,141777,100,0,0,1,0,0,0,8,2,0,1,0
276531,141777,200,1,1,0,0,1,0,1,0,0,1,0
276532,141778,100,0,0,0,0,0,0,0,0,0,0,0
276533,141778,200,1,1,1,0,1,0,11,2,0,1,0
276534,141779,100,0,1,1,1,1,0,11,3,1,2,0
276535,141779,200,1,0,0,0,0,0,1,0,0,0,0
276536,141780,100,0,1,1,1,1,1,7,1,1,2,1
276537,141780,200,1,0,0,0,0,0,1,0,0,2,0
276538,141781,100,0,1,0,1,1,0,5,0,1,3,0
276539,141781,200,1,0,1,0,0,0,8,1,0,2,0
276540,141782,100,1,1,1,1,1,0,11,3,1,2,0
276541,141782,200,0,0,0,0,0,0,1,0,0,2,0
276542,141783,100,1,1,1,0,1,0,7,1,0,2,0
276543,141783,200,0,0,0,0,0,0,0,0,0,0,0
276544,141784,100,0,0,0,0,0,0,2,0,0,0,0
276545,141784,200,1,1,1,1,1,0,9,3,1,1,0
276546,141785,100,1,0,0,0,0,0,1,0,0,0,0
276547,141785,200,0,1,1,0,1,0,4,1,0,2,0
276548,141786,100,1,0,0,0,0,0,0,0,0,0,0
276549,141786,200,0,1,1,0,0,0,6,1,0,0,0
276550,141787,100,1,1,1,0,0,0,7,3,0,0,0
276551,141787,200,0,0,0,0,0,0,3,0,0,0,0
276552,141788,100,1,1,0,0,0,0,4,0,0,0,0
276553,141788,200,0,0,0,0,0,0,0,0,0,0,0
276554,141789,100,0,0,0,0,0,0,4,0,0,0,0
276555,141789,200,1,1,0,0,0,0,1,0,0,0,0
276556,141790,100,0,1,1,1,0,0,9,2,1,3,0
276557,141790,200,1,0,0,0,1,1,4,0,0,1,1
276558,141791,100,1,0,0,0,0,0,2,0,0,0,0
276559,141791,200,0,1,0,1,1,0,6,0,2,2,0
276560,141792,100,0,1,0,1,0,0,10,2,1,2,0
276561,141792,200,1,0,1,0,1,0,8,2,1,4,0
276562,141793,100,0,1,1,1,1,0,8,1,1,2,0
276563,141793,200,1,0,0,0,0,0,5,0,0,1,0
276564,141794,100,0,1,1,1,0,0,7,1,1,2,0
276565,141794,200,1,0,0,0,1,0,7,0,0,2,0
276566,141795,100,0,0,0,0,0,0,0,0,0,0,0
276567,141795,200,1,1,1,0,1,0,10,1,0,2,0
276568,141796,100,0,1,1,1,1,0,11,3,1,3,0
276569,141796,200,1,0,0,0,0,0,0,0,0,0,0
276570,141797,100,0,0,0,0,1,0,1,0,0,3,0
276571,141797,200,1,1,1,1,0,1,11,2,2,2,1
276572,141798,100,1,0,1,1,0,0,8,1,1,2,0
276573,141798,200,0,1,0,0,1,0,2,0,0,2,0
276574,141799,100,1,1,1,1,1,1,11,3,1,2,1
276575,141799,200,0,0,0,0,0,0,1,0,0,0,0
276576,141800,100,0,1,1,1,1,0,7,1,1,1,0
276577,141800,200,1,0,0,0,0,0,3,0,0,2,0
276578,141801,100,1,1,0,1,1,1,7,0,1,1,1
276579,141801,200,0,0,0,0,0,0,2,0,0,0,0
276580,141802,100,1,0,0,0,0,0,0,0,0,0,0
276581,141802,200,0,0,0,0,0,0,0,0,0,0,0
276582,141803,100,0,0,0,0,0,0,0,0,0,0,0
276583,141803,200,1,1,1,0,0,0,7,2,0,0,0
276584,141804,100,0,0,0,0,0,0,0,0,0,0,0
276585,141804,200,1,1,1,0,0,0,6,2,0,0,0
276586,141805,100,1,0,1,0,1,0,9,1,0,2,0
276587,141805,200,0,1,0,0,0,0,2,0,0,0,0
276588,141806,100,0,0,0,0,0,0,6,0,0,3,0
276589,141806,200,1,1,1,1,1,0,10,3,2,1,0
276590,141807,100,0,0,0,0,0,0,0,0,0,0,0
276591,141807,200,1,1,0,0,1,0,4,0,0,1,0
276592,141808,100,0,1,1,0,1,0,7,1,0,2,0
276593,141808,200,1,0,0,1,0,0,9,1,1,1,0
276594,141809,100,0,1,0,0,0,0,3,0,0,0,0
276595,141809,200,1,0,1,0,0,0,6,2,0,0,0
276596,141810,100,1,1,1,0,0,0,7,2,0,0,0
276597,141810,200,0,0,0,0,0,0,3,0,0,0,0
276598,141811,100,0,1,0,0,0,0,2,0,0,0,0
276599,141811,200,1,0,0,0,0,0,4,0,0,0,0
276600,141812,100,0,1,0,0,0,0,5,2,0,0,0
276601,141812,200,1,0,1,0,0,0,5,2,0,0,0
276602,141813,100,0,0,0,0,0,0,0,0,0,0,0
276603,141813,200,1,1,0,0,0,0,4,0,0,0,0
276604,141814,100,0,0,0,0,0,0,0,0,0,0,0
276605,141814,200,1,1,0,0,0,0,4,0,0,0,0
276606,141815,100,1,1,0,0,0,0,2,0,0,0,0
276607,141815,200,0,0,1,0,0,0,7,2,0,0,0
276608,141816,100,1,1,1,0,0,0,7,3,0,0,0
276609,141816,200,0,0,0,0,0,0,0,0,0,0,0
276610,141817,100,0,0,0,0,0,0,0,0,0,0,0
276611,141817,200,1,1,0,0,0,0,3,0,0,0,0
276612,141818,100,1,1,0,0,0,0,3,0,0,0,0
276613,141818,200,0,0,1,0,0,0,7,2,0,0,0
276614,141819,100,0,1,0,0,1,0,1,0,0,1,0
276615,141819,200,1,0,0,0,0,0,4,0,0,0,0
276616,141820,100,0,0,0,1,0,0,5,0,1,1,0
276617,141820,200,1,1,1,0,1,0,6,1,0,2,0
276618,141821,100,0,0,1,1,1,0,11,2,1,2,0
276619,141821,200,1,1,0,0,0,0,4,0,0,2,0
276620,141822,100,1,0,0,0,0,0,0,0,0,0,0
276621,141822,200,0,1,1,0,1,0,7,2,0,1,0
276622,141823,100,0,0,0,0,0,0,2,0,0,0,0
276623,141823,200,1,1,1,1,1,0,10,2,1,4,0
276624,141824,100,0,1,1,1,0,0,9,1,1,0,0
276625,141824,200,1,0,0,0,1,0,2,0,0,2,0
276626,141825,100,1,0,1,1,1,0,9,1,2,5,0
276627,141825,200,0,1,0,0,0,0,5,0,0,0,0
276628,141826,100,1,0,0,0,1,0,3,0,0,2,0
276629,141826,200,0,1,1,1,0,0,11,5,1,2,0
276630,141827,100,0,1,1,1,1,0,8,1,1,3,0
276631,141827,200,1,0,0,0,0,0,3,0,0,0,0
276632,141828,100,0,0,0,0,0,0,3,0,0,0,0
276633,141828,200,1,1,1,1,1,1,9,1,1,3,1
276634,141829,100,0,0,0,0,0,1,5,0,0,1,1
276635,141829,200,1,1,1,1,1,0,7,1,1,1,0
276636,141830,100,1,0,0,1,1,0,4,0,1,3,0
276637,141830,200,0,1,0,0,0,0,3,0,0,0,0
276638,141831,100,1,1,1,0,1,0,8,1,0,3,0
276639,141831,200,0,0,0,0,0,0,2,0,0,0,0
276640,141832,100,0,0,0,0,0,0,2,0,0,0,0
276641,141832,200,1,1,1,1,1,0,11,3,1,3,0
276642,141833,100,0,0,0,0,1,0,0,0,0,1,0
276643,141833,200,1,1,1,0,0,1,11,2,0,2,1
276644,141834,100,0,0,0,0,0,0,2,0,0,0,0
276645,141834,200,1,1,1,1,1,0,10,2,1,3,0
276646,141835,100,0,1,1,0,1,0,10,2,0,3,0
276647,141835,200,1,0,0,1,0,0,0,0,1,0,0
276648,141836,100,1,0,1,0,0,0,9,2,0,0,0
276649,141836,200,0,1,0,0,1,0,2,0,0,1,0
276650,141837,100,1,1,0,0,0,0,3,0,0,0,0
276651,141837,200,0,0,1,1,1,0,8,1,1,3,0
276652,141838,100,0,1,1,0,1,0,9,2,0,3,0
276653,141838,200,1,0,0,1,0,0,5,0,1,0,0
276654,141839,100,0,1,0,0,0,1,6,0,0,2,1
276655,141839,200,1,0,0,0,1,0,0,0,0,1,0
276656,141840,100,1,0,0,0,0,0,0,0,0,0,0
276657,141840,200,0,1,1,0,1,0,8,1,0,2,0
276658,141841,100,0,1,1,0,1,0,6,1,0,2,0
276659,141841,200,1,0,0,0,0,0,1,0,0,0,0
276660,141842,100,1,1,0,0,0,0,2,0,0,0,0
276661,141842,200,0,0,1,1,1,0,11,4,1,5,0
276662,141843,100,1,1,0,1,0,0,2,0,1,0,0
276663,141843,200,0,0,1,0,1,0,7,1,0,3,0
276664,141844,100,1,0,0,0,0,0,1,0,0,0,0
276665,141844,200,0,1,1,1,1,0,11,3,1,4,0
276666,141845,100,0,1,1,1,1,0,10,2,1,3,0
276667,141845,200,1,0,0,0,0,0,3,0,0,1,0
276668,141846,100,0,0,0,0,0,0,2,0,0,0,0
276669,141846,200,1,1,1,1,1,0,10,2,1,3,0
276670,141847,100,0,1,0,0,0,0,4,0,0,0,0
276671,141847,200,1,0,1,0,1,0,9,1,0,3,0
276672,141848,100,1,1,1,0,1,0,9,2,1,4,0
276673,141848,200,0,0,0,1,0,0,2,0,1,0,0
276674,141849,100,0,1,0,0,1,1,4,0,0,3,1
276675,141849,200,1,0,0,0,0,0,0,0,0,0,0
276676,141850,100,1,0,0,0,1,0,3,0,0,2,0
276677,141850,200,0,1,1,0,0,0,7,1,0,1,0
276678,141851,100,0,0,0,1,1,1,3,0,1,1,1
276679,141851,200,1,1,1,0,0,0,8,2,0,2,0
276680,141852,100,1,1,1,1,0,0,10,2,1,1,0
276681,141852,200,0,0,0,0,1,0,2,0,0,3,0
276682,141853,100,0,0,0,0,1,0,5,0,0,4,0
276683,141853,200,1,1,1,1,0,0,10,3,1,0,0
276684,141854,100,0,0,1,0,0,0,7,1,0,3,0
276685,141854,200,1,1,0,1,1,0,5,0,2,2,0
276686,141855,100,1,1,1,0,1,0,9,1,0,3,0
276687,141855,200,0,0,0,0,0,0,0,0,0,0,0
276688,141856,100,0,0,0,0,0,0,0,0,0,0,0
276689,141856,200,0,0,0,0,0,0,0,0,0,0,0
276690,141857,100,1,1,1,0,1,0,8,1,0,2,0
276691,141857,200,0,0,0,0,0,0,1,0,0,0,0
276692,141858,100,0,0,0,0,0,0,1,0,0,0,0
276693,141858,200,1,1,1,1,1,0,10,2,1,1,0
276694,141859,100,1,1,1,0,1,1,9,2,0,1,1
276695,141859,200,0,0,0,0,0,0,1,0,0,0,0
276696,141860,100,1,1,1,0,1,0,7,1,0,3,0
276697,141860,200,0,0,0,1,0,0,7,1,1,1,0
276698,141861,100,1,1,1,1,0,0,11,4,1,4,0
276699,141861,200,0,0,0,0,1,0,3,0,0,1,0
276700,141862,100,1,0,0,0,0,0,0,0,0,0,0
276701,141862,200,0,1,1,0,1,0,9,1,0,3,0
276702,141863,100,1,1,1,1,0,0,8,1,1,3,0
276703,141863,200,0,0,0,0,1,0,2,0,0,1,0
276704,141864,100,1,1,0,0,0,0,2,0,0,1,0
276705,141864,200,0,0,1,0,1,0,9,2,0,2,0
276706,141865,100,0,0,0,1,1,0,7,1,1,2,0
276707,141865,200,1,1,1,0,0,0,10,3,0,4,0
276708,141866,100,1,1,1,1,0,0,9,2,1,2,0
276709,141866,200,0,0,0,0,1,0,0,0,0,1,0
276710,141867,100,0,0,0,0,1,0,0,0,0,1,0
276711,141867,200,1,1,0,0,0,1,6,0,0,2,1
276712,141868,100,0,1,1,1,1,0,7,1,1,2,0
276713,141868,200,1,0,0,0,0,0,4,0,0,1,0
276714,141869,100,0,0,1,0,1,0,9,2,0,3,0
276715,141869,200,1,1,0,1,0,0,9,2,2,2,0
276716,141870,100,0,1,1,1,1,0,9,2,1,3,0
276717,141870,200,1,0,0,0,0,0,1,0,0,0,0
276718,141871,100,1,1,0,0,1,0,5,0,0,1,0
276719,141871,200,0,0,1,1,0,0,10,2,1,3,0
276720,141872,100,0,0,0,0,0,0,0,0,0,0,0
276721,141872,200,0,0,0,0,0,0,0,0,0,0,0
276722,141873,100,0,1,1,1,0,0,7,1,1,1,0
276723,141873,200,1,0,0,0,1,0,3,0,0,1,0
276724,141874,100,0,0,0,0,1,0,1,0,0,1,0
276725,141874,200,1,1,0,0,0,0,6,0,0,0,0
276726,141875,100,1,0,1,0,1,0,10,2,0,2,0
276727,141875,200,0,1,0,1,0,1,2,0,1,1,1
276728,141876,100,0,0,0,0,0,0,3,0,0,0,0
276729,141876,200,1,1,0,0,1,0,4,0,0,3,0
276730,141877,100,1,1,1,1,0,0,11,1,1,2,0
276731,141877,200,0,0,0,0,1,0,4,0,0,2,0
276732,141878,100,0,0,0,0,1,1,3,0,0,1,1
276733,141878,200,1,1,1,0,0,0,10,2,0,2,0
276734,141879,100,1,0,0,0,0,0,0,0,0,0,0
276735,141879,200,0,1,1,0,1,0,7,2,0,2,0
276736,141880,100,1,1,0,1,1,0,6,0,2,1,0
276737,141880,200,0,0,1,0,0,0,10,1,0,2,0
276738,141881,100,0,1,1,1,1,0,9,1,2,2,0
276739,141881,200,1,0,0,0,0,0,6,0,0,2,0
276740,141882,100,1,0,0,0,0,0,2,0,0,2,0
276741,141882,200,0,1,1,0,1,0,8,1,0,2,0
276742,141883,100,0,1,1,0,1,0,6,1,1,1,0
276743,141883,200,1,0,0,1,0,0,8,2,1,3,0
276744,141884,100,0,0,0,0,0,0,1,0,0,0,0
276745,141884,200,1,1,1,1,1,0,11,2,2,4,0
278306,142665,100,1,0,0,1,1,0,10,4,2,4,0
278307,142665,200,0,1,1,0,0,0,7,1,0,1,0
278308,142666,100,1,1,0,0,0,0,4,0,0,0,0
278309,142666,200,0,0,0,0,0,0,0,0,0,0,0
278310,142667,100,0,0,0,0,0,0,0,0,0,0,0
278311,142667,200,1,1,1,0,0,0,5,1,0,0,0
278312,142668,100,1,1,1,0,0,0,7,2,0,0,0
278313,142668,200,0,0,0,0,0,0,0,0,0,0,0
278314,142669,100,0,1,1,0,0,0,6,3,0,0,0
278315,142669,200,1,0,0,0,0,0,1,0,0,0,0
278316,142670,100,1,1,1,0,1,0,11,3,0,1,0
278317,142670,200,0,0,0,0,0,0,0,0,0,0,0
278318,142671,100,0,0,0,0,0,0,1,0,0,0,0
278319,142671,200,1,1,1,1,1,0,10,2,1,4,0
278320,142672,100,0,0,0,0,0,0,0,0,0,0,0
278321,142672,200,1,1,0,0,0,0,4,0,0,0,0
278322,142673,100,1,0,0,0,0,0,0,0,0,0,0
278323,142673,200,0,1,0,0,0,0,4,0,0,0,0
278324,142674,100,1,1,1,1,1,0,8,2,1,3,0
278325,142674,200,0,0,0,0,0,0,2,0,0,0,0
278326,142675,100,0,1,0,0,1,0,6,1,1,3,0
278327,142675,200,1,0,1,1,0,0,10,2,1,2,0
278328,142676,100,1,1,1,1,1,1,7,1,1,3,1
278329,142676,200,0,0,0,0,0,0,3,0,0,0,0
278330,142677,100,0,0,1,1,1,0,10,2,1,2,0
278331,142677,200,1,1,0,0,0,1,2,0,0,2,1
278332,142678,100,1,1,1,0,0,0,6,4,0,0,0
278333,142678,200,0,0,0,0,0,0,7,3,0,0,0
278334,142679,100,1,1,1,0,0,0,7,2,0,0,0
278335,142679,200,0,0,0,0,0,0,0,0,0,0,0
278336,142680,100,1,1,0,0,0,0,4,0,0,0,0
278337,142680,200,0,0,0,0,0,0,0,0,0,0,0
278338,142681,100,1,1,1,0,0,0,7,2,0,0,0
278339,142681,200,0,0,0,0,0,0,1,0,0,0,0
278340,142682,100,0,0,1,0,0,0,6,1,0,0,0
278341,142682,200,1,1,0,0,0,0,7,2,0,0,0
278342,142683,100,0,0,0,0,0,0,0,0,0,0,0
278343,142683,200,1,1,1,0,0,0,7,3,0,0,0
278344,142684,100,0,0,0,0,0,0,0,0,0,0,0
278345,142684,200,1,1,0,0,0,0,5,0,0,0,0
278346,142685,100,0,1,1,0,0,0,7,1,0,0,0
278347,142685,200,1,0,0,0,0,0,2,0,0,0,0
278348,142686,100,1,1,1,1,1,0,8,4,2,2,0
278349,142686,200,0,0,0,0,0,0,8,1,0,2,0
278350,142687,100,0,0,0,0,0,0,0,0,0,0,0
278351,142687,200,1,1,0,0,0,0,3,0,0,0,0
278352,142688,100,1,1,1,1,1,0,9,1,1,3,0
278353,142688,200,0,0,0,0,0,0,1,0,0,0,0
278354,142689,100,1,0,0,0,0,0,2,0,0,0,0
278355,142689,200,0,1,1,0,0,0,6,1,0,0,0
278356,142690,100,1,0,1,0,0,0,7,1,0,0,0
278357,142690,200,0,1,0,0,0,0,2,0,0,0,0
278358,142691,100,1,0,0,0,0,0,0,0,0,0,0
278359,142691,200,0,1,1,0,0,0,6,1,0,0,0
278360,142692,100,0,0,0,0,0,0,5,0,0,0,0
278361,142692,200,1,1,1,1,1,0,9,2,1,3,0
278362,142693,100,1,1,1,0,1,0,10,2,0,3,0
278363,142693,200,0,0,0,0,0,0,2,0,0,0,0
278364,142694,100,1,0,0,0,1,0,8,0,0,5,0
278365,142694,200,0,1,1,1,0,0,8,1,1,0,0
278366,142695,100,0,1,1,0,0,0,7,3,0,0,0
278367,142695,200,1,0,0,0,0,0,0,0,0,0,0
278368,142696,100,1,0,1,0,1,0,8,2,0,1,0
278369,142696,200,0,1,0,0,0,0,1,0,0,0,0
278370,142697,100,1,1,1,0,0,0,10,2,0,1,0
278371,142697,200,0,0,0,0,1,0,0,0,0,1,0
278372,142698,100,0,0,0,0,0,0,0,0,0,1,0
278373,142698,200,1,1,1,1,1,0,8,1,1,2,0
278374,142699,100,0,0,0,0,0,0,0,0,0,0,0
278375,142699,200,1,1,0,0,0,0,4,0,0,0,0
278376,142700,100,0,0,1,0,0,0,6,1,0,0,0
278377,142700,200,1,1,0,0,0,0,3,0,0,0,0
278378,142701,100,0,0,0,0,0,0,0,0,0,0,0
278379,142701,200,1,1,1,0,0,0,6,1,0,0,0
278380,142702,100,0,0,0,0,0,0,0,0,0,0,0
278381,142702,200,1,1,1,0,0,0,6,1,0,0,0
278382,142703,100,0,0,0,0,0,0,0,0,0,0,0
278383,142703,200,1,1,1,0,0,0,6,1,0,0,0
278384,142704,100,1,1,0,0,0,0,4,0,0,0,0
278385,142704,200,0,0,0,0,0,0,0,0,0,0,0
278386,142705,100,0,1,1,0,0,0,7,1,0,2,0
278387,142705,200,1,0,0,1,1,0,7,0,1,2,0
278388,142706,100,0,0,0,0,0,0,0,0,0,0,0
278389,142706,200,1,1,0,0,0,0,4,0,0,0,0
278390,142707,100,0,0,0,0,0,0,2,0,0,1,0
278391,142707,200,1,1,1,1,1,0,10,2,1,4,0
278392,142708,100,1,0,1,0,0,0,10,3,0,1,0
278393,142708,200,0,1,0,0,1,0,2,0,0,2,0
278394,142709,100,1,1,1,0,0,0,5,1,0,0,0
278395,142709,200,0,0,0,0,0,0,0,0,0,0,0
278396,142710,100,1,1,1,0,0,0,7,2,0,0,0
278397,142710,200,0,0,0,0,0,0,0,0,0,0,0
278398,142711,100,0,0,1,1,0,0,11,3,1,1,0
278399,142711,200,1,1,0,0,1,0,5,0,0,4,0
278400,142712,100,0,0,0,0,1,0,3,0,0,1,0
278401,142712,200,1,1,1,1,0,0,8,1,1,2,0
278402,142713,100,0,1,0,0,1,0,6,0,0,2,0
278403,142713,200,1,0,0,0,0,0,1,0,0,0,0
278404,142714,100,1,1,1,1,0,0,9,4,1,1,0
278405,142714,200,0,0,0,0,1,0,5,0,0,3,0
278406,142715,100,0,1,1,1,0,0,11,6,2,4,0
278407,142715,200,1,0,0,0,1,0,1,0,0,1,0
278408,142716,100,0,1,1,1,0,0,10,2,1,2,0
278409,142716,200,1,0,0,0,1,0,4,0,0,2,0
278410,142717,100,0,1,0,0,0,0,3,0,1,2,0
278411,142717,200,1,0,1,1,1,0,11,4,1,3,0
278412,142718,100,0,1,1,0,0,0,6,2,0,0,0
278413,142718,200,1,0,0,0,0,0,4,1,0,0,0
278414,142719,100,1,0,0,0,0,0,1,0,0,0,0
278415,142719,200,0,1,1,0,0,0,6,1,0,0,0
278416,142720,100,1,0,0,0,0,0,4,0,0,0,0
278417,142720,200,0,1,1,0,0,0,6,1,0,0,0
278418,142721,100,1,0,1,0,0,0,3,1,0,0,0
278419,142721,200,0,1,0,0,0,0,7,3,0,0,0
278420,142722,100,1,0,1,0,0,0,7,3,0,0,0
278421,142722,200,0,1,0,0,0,0,2,0,0,0,0
278422,142723,100,0,0,0,0,0,0,0,0,0,0,0
278423,142723,200,1,1,1,0,0,0,7,2,0,0,0
278424,142724,100,1,1,1,1,1,0,11,3,1,4,0
278425,142724,200,0,0,0,0,0,0,3,0,0,0,0
278426,142725,100,0,0,0,1,0,0,6,1,1,1,0
278427,142725,200,1,1,1,0,1,0,7,1,0,4,0
278428,142726,100,0,0,1,0,0,0,6,1,0,0,0
278429,142726,200,1,1,0,0,0,0,2,0,0,0,0
278430,142727,100,1,1,1,1,1,0,10,4,1,3,0
278431,142727,200,0,0,0,0,0,0,8,2,1,1,0
278432,142728,100,1,0,1,0,0,0,7,4,0,0,0
278433,142728,200,0,1,0,0,0,0,6,2,0,0,0
278434,142729,100,0,0,1,0,0,0,6,1,0,0,0
278435,142729,200,1,1,0,0,0,0,5,0,0,0,0
278436,142730,100,1,0,0,0,1,0,2,0,0,1,0
278437,142730,200,0,1,1,1,0,0,11,3,1,2,0
278438,142731,100,1,1,1,0,0,0,7,3,0,0,0
278439,142731,200,0,0,0,0,0,0,3,0,0,0,0
278440,142732,100,0,1,0,0,0,0,1,0,0,0,0
278441,142732,200,1,0,0,0,0,0,4,0,0,0,0
278442,142733,100,1,1,1,0,0,0,6,1,0,0,0
278443,142733,200,0,0,0,0,0,0,1,0,0,0,0
278444,142734,100,0,0,0,0,0,0,1,0,0,0,0
278445,142734,200,1,1,1,0,0,0,7,1,0,0,0
278446,142735,100,0,0,0,0,0,0,0,0,0,0,0
278447,142735,200,1,1,1,0,0,0,7,2,0,0,0
278448,142736,100,0,0,0,1,0,0,4,0,1,1,0
278449,142736,200,1,1,1,0,1,1,9,2,0,3,1
278450,142737,100,1,1,1,0,1,0,10,3,0,2,0
278451,142737,200,0,0,0,1,0,0,2,0,2,1,0
278452,142738,100,1,1,1,0,1,0,6,1,0,2,0
278453,142738,200,0,0,0,0,0,0,0,0,0,0,0
278454,142739,100,1,1,0,0,1,0,4,0,0,2,0
278455,142739,200,0,0,1,1,0,0,11,4,1,2,0
278456,142740,100,0,0,1,0,0,0,8,1,0,1,0
278457,142740,200,1,1,0,0,1,0,6,0,0,2,0
278458,142741,100,1,0,0,0,0,0,1,0,0,0,0
278459,142741,200,0,1,1,1,1,0,11,3,1,2,0
278460,142742,100,0,1,0,0,0,0,3,0,0,0,0
278461,142742,200,1,0,1,0,0,0,6,1,0,0,0
278462,142743,100,1,1,1,0,0,0,7,2,0,0,0
278463,142743,200,0,0,0,0,0,0,0,0,0,0,0
278464,142744,100,0,0,0,0,0,0,0,0,0,0,0
278465,142744,200,1,1,0,0,0,0,3,0,0,0,0
278466,142745,100,0,0,0,0,0,0,0,0,0,0,0
278467,142745,200,1,1,1,0,0,0,7,2,0,0,0
278468,142746,100,1,0,0,0,0,0,0,0,0,0,0
278469,142746,200,0,1,1,1,1,0,9,1,1,2,0
278470,142747,100,0,1,1,0,0,1,6,1,0,2,1
278471,142747,200,1,0,0,0,1,0,2,0,0,1,0
278472,142748,100,1,0,0,0,0,0,2,0,0,0,0
278473,142748,200,0,1,1,0,0,0,7,4,0,0,0
278474,142749,100,1,0,0,0,0,0,1,0,0,0,0
278475,142749,200,0,1,1,0,0,0,6,1,0,0,0
278476,142750,100,0,0,0,0,0,0,0,0,0,0,0
278477,142750,200,1,1,1,0,0,0,7,2,0,0,0
278478,142751,100,1,0,1,0,0,0,7,4,0,0,0
278479,142751,200,0,1,0,0,0,0,5,0,0,0,0
278480,142752,100,1,1,1,0,0,0,7,2,0,0,0
278481,142752,200,0,0,0,0,0,0,0,0,0,0,0
278482,142753,100,1,1,0,0,1,0,4,0,0,2,0
278483,142753,200,0,0,1,1,0,0,7,1,1,1,0
278484,142754,100,0,0,0,0,0,0,0,0,0,0,0
278485,142754,200,1,0,0,0,0,0,0,0,0,0,0
278486,142755,100,1,1,0,0,0,0,5,0,0,0,0
278487,142755,200,0,0,0,0,0,0,1,0,0,0,0
278488,142756,100,0,0,0,0,0,0,0,0,0,0,0
278489,142756,200,1,1,1,0,0,0,7,2,0,0,0
278490,142757,100,1,0,0,0,0,0,0,0,0,0,0
278491,142757,200,0,1,1,0,0,0,6,1,0,0,0
278492,142758,100,0,0,0,0,0,0,1,0,0,1,0
278493,142758,200,1,1,1,1,1,1,11,3,1,2,1
278494,142759,100,0,1,1,0,0,0,9,2,0,2,0
278495,142759,200,1,0,0,1,1,0,4,0,1,3,0
278496,142760,100,0,1,0,0,1,0,6,0,0,3,0
278497,142760,200,1,0,1,1,0,0,10,3,2,1,0
278498,142761,100,1,1,0,0,0,0,3,0,0,0,0
278499,142761,200,0,0,1,1,1,0,11,4,1,3,0
278500,142762,100,1,1,1,0,1,0,11,3,0,3,0
278501,142762,200,0,0,0,1,0,1,4,0,1,1,1
278502,142763,100,0,0,0,0,0,0,1,0,0,0,0
278503,142763,200,1,1,1,0,1,0,8,1,0,1,0
278504,142764,100,1,0,0,0,0,0,2,0,0,0,0
278505,142764,200,0,1,1,0,1,1,10,3,0,3,1
278506,142765,100,1,1,0,0,0,0,4,0,0,0,0
278507,142765,200,0,0,0,0,0,0,0,0,0,0,0
278508,142766,100,0,1,0,0,1,1,5,0,1,2,1
278509,142766,200,1,0,1,1,0,0,8,1,1,1,0
278510,142767,100,0,1,1,0,0,0,7,2,0,0,0
278511,142767,200,1,0,0,0,0,0,3,0,0,0,0
278512,142768,100,1,1,0,0,0,0,2,0,0,0,0
278513,142768,200,0,0,0,0,0,0,0,0,0,0,0
278514,142769,100,1,0,0,0,0,0,0,0,0,0,0
278515,142769,200,0,1,1,0,0,0,6,2,0,0,0
278516,142770,100,1,1,0,0,0,0,3,0,0,0,0
278517,142770,200,0,0,1,0,0,0,7,3,0,0,0
278518,142771,100,1,0,1,1,1,0,9,2,2,4,0
278519,142771,200,0,1,0,0,0,0,3,0,0,1,0
278520,142772,100,0,1,0,0,0,0,5,0,0,2,0
278521,142772,200,1,0,1,1,1,0,10,3,1,3,0
