,matchid,teamid,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills
267576,137286,100,0,1,0,0,1,0,1,0,0,3,0
267577,137286,200,1,0,1,0,0,0,10,2,0,0,0
267578,137287,100,0,1,0,0,0,0,5,0,0,1,0
267579,137287,200,1,0,1,1,1,0,10,2,1,3,0
267580,137288,100,0,1,1,1,0,0,5,1,1,1,0
267581,137288,200,1,0,0,0,1,0,11,3,1,3,0
267582,137289,100,1,0,0,0,0,0,0,0,0,0,0
267583,137289,200,0,1,0,0,1,0,4,0,0,2,0
267584,137290,100,0,1,0,1,0,0,4,0,1,0,0
267585,137290,200,1,0,1,0,1,0,8,2,0,4,0
267586,137291,100,1,1,1,1,1,0,9,1,1,2,0
267587,137291,200,0,0,0,0,0,0,4,0,0,1,0
267588,137292,100,0,0,0,0,0,0,1,0,0,0,0
267589,137292,200,1,1,1,0,0,0,6,1,0,0,0
267590,137293,100,1,0,0,0,1,0,3,0,0,1,0
267591,137293,200,0,1,1,1,0,0,10,2,1,2,0
267592,137294,100,0,0,0,0,1,1,3,0,0,3,1
267593,137294,200,1,1,0,1,0,0,3,0,1,0,0
267594,137295,100,1,1,1,0,0,0,9,1,0,0,0
267595,137295,200,0,0,0,0,1,0,3,0,0,4,0
267596,137296,100,0,0,0,0,0,0,0,0,0,0,0
267597,137296,200,1,1,1,0,1,0,10,2,0,2,0
267598,137297,100,0,0,0,0,0,0,0,0,0,0,0
267599,137297,200,1,1,1,1,1,0,11,3,1,2,0
267600,137298,100,0,0,1,1,1,0,7,1,1,2,0
267601,137298,200,1,1,0,0,0,0,5,0,0,1,0
267602,137299,100,0,0,1,0,0,0,7,1,0,1,0
267603,137299,200,1,1,0,0,1,0,5,0,0,2,0
267604,137300,100,0,0,0,0,0,0,8,1,2,1,0
267605,137300,200,1,1,1,1,1,0,8,3,1,4,0
267606,137301,100,0,1,1,0,1,1,8,2,0,4,1
267607,137301,200,1,0,0,1,0,0,4,0,1,1,0
267608,137302,100,0,0,0,0,0,0,0,0,0,0,0
267609,137302,200,1,1,1,0,1,0,8,1,0,2,0
267610,137303,100,0,0,0,0,0,1,3,0,0,1,1
267611,137303,200,1,1,1,0,1,0,8,1,0,3,0
267612,137304,100,0,1,1,1,0,1,11,2,1,1,1
267613,137304,200,1,0,0,0,1,0,0,0,0,2,0
267614,137305,100,0,1,0,0,0,0,6,0,1,4,0
267615,137305,200,1,0,1,1,1,0,9,1,2,2,0
267616,137306,100,1,0,0,0,1,0,2,0,1,1,0
267617,137306,200,0,1,1,1,0,1,10,2,1,3,1
267618,137307,100,0,1,0,0,0,0,5,0,0,0,0
267619,137307,200,1,0,1,1,1,1,11,3,1,3,1
267620,137308,100,1,1,1,1,0,0,11,3,1,2,0
267621,137308,200,0,0,0,0,1,0,0,0,0,1,0
267622,137309,100,0,1,1,0,0,0,9,2,1,2,0
267623,137309,200,1,0,0,1,1,0,8,1,1,1,0
267624,137310,100,0,1,0,0,0,0,3,0,0,0,0
267625,137310,200,1,0,0,0,1,0,7,0,0,4,0
267626,137311,100,0,1,1,1,1,0,11,4,1,3,0
267627,137311,200,1,0,0,0,0,0,1,0,0,0,0
267628,137312,100,1,0,0,0,1,0,2,0,0,1,0
267629,137312,200,0,1,1,1,0,0,9,2,2,3,0
267630,137313,100,1,1,1,0,0,0,8,1,0,0,0
267631,137313,200,0,0,0,0,1,0,2,0,0,3,0
267632,137314,100,1,1,1,1,1,0,8,1,1,3,0
267633,137314,200,0,0,0,0,0,0,4,0,0,0,0
267634,137315,100,0,0,0,0,0,0,8,1,1,2,0
267635,137315,200,1,1,1,1,1,0,7,1,1,3,0
267636,137316,100,1,1,0,0,0,1,10,4,1,5,1
267637,137316,200,0,0,1,1,1,0,8,1,2,1,0
267638,137317,100,0,1,1,0,1,1,10,2,0,2,1
267639,137317,200,1,0,0,0,0,0,0,0,0,1,0
267640,137318,100,1,0,1,0,1,0,10,2,0,3,0
267641,137318,200,0,1,0,1,0,0,3,0,1,1,0
267642,137319,100,0,1,0,0,0,0,5,0,0,0,0
267643,137319,200,1,0,1,1,1,0,9,2,2,4,0
267644,137320,100,0,0,0,0,0,0,3,0,0,1,0
267645,137320,200,1,1,1,1,1,0,10,4,2,4,0
267646,137321,100,0,1,0,0,0,0,6,0,0,1,0
267647,137321,200,1,0,1,1,1,0,8,1,1,4,0
267648,137322,100,0,0,0,0,0,0,2,0,0,0,0
267649,137322,200,1,1,0,0,1,0,5,0,0,4,0
267650,137323,100,0,1,1,1,0,0,9,1,1,2,0
267651,137323,200,1,0,0,0,1,0,1,0,0,1,0
267652,137324,100,0,1,0,0,0,0,8,1,0,3,0
267653,137324,200,1,0,1,1,1,0,10,4,2,3,0
267654,137325,100,1,1,1,0,0,0,8,1,0,0,0
267655,137325,200,0,0,0,0,0,0,1,0,0,0,0
267656,137326,100,1,1,0,0,0,0,3,0,0,0,0
267657,137326,200,0,0,1,0,1,0,11,1,0,2,0
267658,137327,100,1,0,0,0,0,1,2,0,0,0,1
267659,137327,200,0,1,1,1,1,0,9,2,1,2,0
267660,137328,100,1,1,1,1,0,0,8,1,1,1,0
267661,137328,200,0,0,0,0,1,0,4,0,0,2,0
267662,137329,100,1,0,1,0,0,0,10,2,0,0,0
267663,137329,200,0,1,0,0,1,0,1,0,0,1,0
267664,137330,100,1,1,1,1,1,0,10,3,1,3,0
267665,137330,200,0,0,0,0,0,0,2,0,0,0,0
267666,137331,100,1,0,0,0,0,0,0,0,0,0,0
267667,137331,200,0,1,1,0,1,0,11,3,0,3,0
267668,137332,100,0,0,1,1,1,0,8,2,1,3,0
267669,137332,200,1,1,0,0,0,0,5,0,0,0,0
267670,137333,100,0,1,1,1,0,0,9,1,1,1,0
267671,137333,200,1,0,0,0,1,0,1,0,0,3,0
267672,137334,100,0,0,0,0,0,0,0,0,0,0,0
267673,137334,200,1,1,1,0,1,1,7,1,0,2,1
267674,137335,100,0,1,1,1,0,0,7,1,1,1,0
267675,137335,200,1,0,0,0,1,0,2,0,0,2,0
267676,137336,100,0,0,1,0,1,0,9,2,1,2,0
267677,137336,200,1,1,0,1,0,0,4,0,1,1,0
267678,137337,100,1,0,1,1,1,1,9,2,1,2,1
267679,137337,200,0,1,0,0,0,0,3,0,0,1,0
267680,137338,100,0,1,1,0,0,0,9,2,0,2,0
267681,137338,200,1,0,0,0,1,0,0,0,0,1,0
267682,137339,100,0,0,0,0,0,0,0,0,0,1,0
267683,137339,200,1,1,1,1,1,0,11,3,1,3,0
267684,137340,100,1,1,0,0,0,0,1,0,0,0,0
267685,137340,200,0,0,1,1,1,0,9,2,1,4,0
267686,137341,100,0,0,0,0,0,0,1,0,0,1,0
267687,137341,200,1,1,1,1,1,1,11,3,1,2,1
267688,137342,100,1,1,1,1,1,0,10,2,1,4,0
267689,137342,200,0,0,0,0,0,0,1,0,0,0,0
267690,137343,100,0,1,0,0,1,0,11,5,0,3,0
267691,137343,200,1,0,1,1,0,0,5,1,1,2,0
267692,137344,100,0,0,1,1,0,0,11,2,1,2,0
267693,137344,200,1,1,0,0,1,0,5,0,0,3,0
267694,137345,100,0,1,1,1,1,0,9,2,1,4,0
267695,137345,200,1,0,0,0,0,0,4,0,0,0,0
267696,137346,100,1,1,1,1,1,0,9,2,1,4,0
267697,137346,200,0,0,0,0,0,0,8,1,2,1,0
267698,137347,100,1,0,0,0,1,0,4,0,0,2,0
267699,137347,200,0,1,1,1,0,0,11,3,1,2,0
267700,137348,100,0,0,0,0,1,0,8,1,0,4,0
267701,137348,200,1,1,1,1,0,0,8,1,2,1,0
267702,137349,100,1,1,0,1,1,0,4,0,1,1,0
267703,137349,200,0,0,1,0,0,0,9,2,1,3,0
267704,137350,100,1,0,0,0,0,0,3,0,0,1,0
267705,137350,200,0,1,1,0,1,0,8,1,0,3,0
267706,137351,100,1,0,0,0,1,0,2,0,0,2,0
267707,137351,200,0,1,1,1,0,0,7,2,1,2,0
267708,137352,100,1,1,1,1,1,0,10,4,1,2,0
267709,137352,200,0,0,0,0,0,0,1,0,0,0,0
267710,137353,100,0,0,0,1,0,0,8,1,2,3,0
267711,137353,200,1,1,1,0,1,1,6,1,1,2,1
267712,137354,100,0,0,0,1,1,0,3,0,1,2,0
267713,137354,200,1,1,1,0,0,0,10,3,1,3,0
267714,137355,100,1,0,1,0,0,0,5,1,0,2,0
267715,137355,200,0,1,0,1,1,1,9,1,1,2,1
267716,137356,100,1,1,1,1,0,0,9,2,1,0,0
267717,137356,200,0,0,0,0,1,1,3,0,0,3,1
267718,137357,100,1,1,0,1,0,0,10,2,2,3,0
267719,137357,200,0,0,1,0,1,1,8,1,0,2,1
267720,137358,100,0,0,1,0,1,0,8,1,1,1,0
267721,137358,200,1,1,0,1,0,0,7,0,1,2,0
267722,137359,100,1,1,1,0,1,0,11,3,0,2,0
267723,137359,200,0,0,0,0,0,0,1,0,0,0,0
267724,137360,100,0,0,0,0,1,0,1,0,0,1,0
267725,137360,200,1,1,1,0,0,0,10,2,0,2,0
267726,137361,100,1,1,1,1,1,1,9,1,1,3,1
267727,137361,200,0,0,0,0,0,0,0,0,0,0,0
267728,137362,100,1,1,1,1,1,0,11,3,1,2,0
267729,137362,200,0,0,0,0,0,0,1,0,0,0,0
267730,137363,100,1,0,1,1,0,0,8,1,1,3,0
267731,137363,200,0,1,0,0,1,0,5,0,0,1,0
267732,137364,100,1,1,1,0,1,0,11,3,0,1,0
267733,137364,200,0,0,0,0,0,0,0,0,0,0,0
267734,137365,100,0,1,1,0,0,0,9,3,0,2,0
267735,137365,200,1,0,0,0,1,0,2,0,0,1,0
267736,137366,100,1,1,0,0,1,0,8,1,2,3,0
267737,137366,200,0,0,1,1,0,0,8,1,1,2,0
267738,137367,100,1,1,1,1,1,0,11,7,2,5,0
267739,137367,200,0,0,0,0,0,0,2,0,0,0,0
267740,137368,100,0,0,1,1,0,0,11,6,2,3,0
267741,137368,200,1,1,0,0,1,0,1,0,0,1,0
271144,139075,100,1,1,0,0,0,0,2,0,0,0,0
271145,139075,200,0,0,1,0,1,0,11,2,0,2,0
271146,139076,100,1,0,1,1,1,0,10,3,1,4,0
271147,139076,200,0,1,0,0,0,0,4,0,0,0,0
271148,139077,100,0,1,0,0,0,0,10,3,0,1,0
271149,139077,200,1,0,1,1,1,1,8,2,1,3,1
271150,139078,100,0,1,1,1,1,1,11,3,1,3,1
271151,139078,200,1,0,0,0,0,0,3,0,0,0,0
271152,139079,100,1,1,0,0,1,1,4,0,0,1,1
271153,139079,200,0,0,0,0,0,0,0,0,0,0,0
271154,139080,100,0,0,0,0,0,1,2,0,0,0,1
271155,139080,200,1,1,1,0,1,0,7,1,0,2,0
271156,139081,100,0,1,0,0,0,1,6,0,0,1,1
271157,139081,200,1,0,1,1,1,0,10,2,1,3,0
271158,139082,100,0,0,0,0,1,0,7,0,0,1,0
271159,139082,200,1,1,0,0,0,0,2,0,0,0,0
271160,139083,100,0,1,1,0,1,0,9,1,1,4,0
271161,139083,200,1,0,0,1,0,0,7,1,1,0,0
271162,139084,100,1,1,0,0,1,1,3,0,0,2,1
271163,139084,200,0,0,0,0,0,0,0,0,0,0,0
271164,139085,100,0,0,0,0,0,0,6,0,0,2,0
271165,139085,200,1,1,1,1,1,0,9,2,1,2,0
271166,139086,100,1,1,1,1,1,0,11,2,1,3,0
271167,139086,200,0,0,0,0,0,0,0,0,0,0,0
271168,139087,100,0,0,0,0,0,0,0,0,0,0,0
271169,139087,200,1,1,1,0,1,0,9,2,0,2,0
271170,139088,100,0,1,1,0,1,0,9,3,0,2,0
271171,139088,200,1,0,0,0,0,0,1,0,0,1,0
271172,139089,100,1,1,1,0,1,0,11,3,0,2,0
271173,139089,200,0,0,0,0,0,0,0,0,0,0,0
271174,139090,100,1,0,0,0,1,1,4,0,0,3,1
271175,139090,200,0,1,1,1,0,0,7,1,1,0,0
271176,139091,100,1,0,1,0,1,0,10,5,1,4,0
271177,139091,200,0,1,0,1,0,0,5,1,1,1,0
271178,139092,100,1,0,0,0,0,0,0,0,0,0,0
271179,139092,200,0,1,1,1,1,0,11,3,1,3,0
271180,139093,100,1,1,0,1,1,1,4,0,1,2,1
271181,139093,200,0,0,0,0,0,0,1,0,0,0,0
271182,139094,100,1,1,1,0,1,0,9,2,0,1,0
271183,139094,200,0,0,0,0,0,0,1,0,0,0,0
271184,139095,100,1,1,1,0,1,0,10,2,0,2,0
271185,139095,200,0,0,0,0,0,0,2,0,0,0,0
271186,139096,100,0,1,1,1,1,0,10,2,1,2,0
271187,139096,200,1,0,0,0,0,0,2,0,0,0,0
271188,139097,100,1,0,1,1,1,0,11,3,2,2,0
271189,139097,200,0,1,0,0,0,0,4,0,0,1,0
271190,139098,100,1,0,0,0,0,0,1,0,0,0,0
271191,139098,200,0,1,1,1,1,0,11,2,1,3,0
271192,139099,100,0,0,0,0,1,0,1,0,0,1,0
271193,139099,200,1,1,1,0,0,0,8,1,0,2,0
271194,139100,100,0,0,0,0,1,0,1,0,0,1,0
271195,139100,200,1,1,1,1,0,0,11,2,1,1,0
271196,139101,100,0,0,0,1,0,0,10,3,1,1,0
271197,139101,200,1,1,1,0,1,0,4,1,0,3,0
271198,139102,100,1,1,1,0,1,0,10,2,0,3,0
271199,139102,200,0,0,0,0,0,0,1,0,0,0,0
271200,139103,100,0,1,0,0,1,1,9,1,1,4,1
271201,139103,200,1,0,1,1,0,0,6,1,1,0,0
271202,139104,100,1,1,0,0,0,0,3,0,0,0,0
271203,139104,200,0,0,1,1,1,0,7,1,1,3,0
271204,139105,100,0,1,1,0,1,0,9,2,0,2,0
271205,139105,200,1,0,0,0,0,0,1,0,0,0,0
271206,139106,100,0,0,0,0,0,0,0,0,0,0,0
271207,139106,200,1,1,1,1,1,1,11,3,1,2,1
271208,139107,100,1,1,1,1,1,0,11,2,1,3,0
271209,139107,200,0,0,0,0,0,0,1,0,0,0,0
271210,139108,100,1,0,1,0,1,0,5,1,0,3,0
271211,139108,200,0,1,0,1,0,0,8,1,1,1,0
271212,139109,100,1,0,0,0,0,0,1,0,0,0,0
271213,139109,200,0,1,0,1,1,1,5,0,1,3,1
271214,139110,100,1,1,1,1,1,0,9,2,1,3,0
271215,139110,200,0,0,0,0,0,0,2,0,0,0,0
271216,139111,100,0,0,1,0,0,0,11,6,1,3,0
271217,139111,200,1,1,0,1,1,0,4,0,1,2,0
271218,139112,100,1,1,1,1,1,0,7,1,1,3,0
271219,139112,200,0,0,0,0,0,0,4,0,0,0,0
271220,139113,100,1,0,0,0,0,0,2,0,0,0,0
271221,139113,200,0,1,1,1,1,0,11,4,1,4,0
271222,139114,100,1,1,0,1,1,0,2,0,1,1,0
271223,139114,200,0,0,1,0,0,0,11,2,0,2,0
271224,139115,100,1,1,0,0,1,0,4,0,0,1,0
271225,139115,200,0,0,1,1,0,0,8,1,1,2,0
271226,139116,100,0,0,0,1,0,0,8,4,2,1,0
271227,139116,200,1,1,1,0,1,1,8,2,0,3,1
271228,139117,100,1,0,0,0,1,0,2,0,0,2,0
271229,139117,200,0,1,1,1,0,0,9,2,2,2,0
271230,139118,100,1,0,1,0,0,0,8,1,0,3,0
271231,139118,200,0,1,0,1,1,0,11,4,2,4,0
271232,139119,100,1,1,0,0,0,0,8,0,0,1,0
271233,139119,200,0,0,1,1,1,1,10,2,3,3,1
271234,139120,100,0,0,0,0,0,0,2,0,0,1,0
271235,139120,200,1,1,1,1,1,0,11,3,1,2,0
271236,139121,100,1,0,0,0,1,0,3,0,0,1,0
271237,139121,200,0,1,1,1,0,0,11,3,1,3,0
271238,139122,100,1,0,1,0,1,0,8,1,0,3,0
271239,139122,200,0,1,0,0,0,0,2,0,0,0,0
271240,139123,100,1,1,1,1,1,0,9,2,1,2,0
271241,139123,200,0,0,0,0,0,0,3,0,0,0,0
271242,139124,100,0,0,0,0,0,0,1,0,0,1,0
271243,139124,200,1,1,1,1,1,1,11,3,1,2,1
271244,139125,100,0,0,1,1,0,0,11,3,1,2,0
271245,139125,200,1,1,0,0,1,0,2,0,0,1,0
271246,139126,100,0,1,0,1,1,0,5,0,2,3,0
271247,139126,200,1,0,1,0,0,0,11,5,0,2,0
271248,139127,100,1,1,1,0,0,0,8,1,0,1,0
271249,139127,200,0,0,0,1,1,1,3,0,1,2,1
271250,139128,100,0,1,1,1,0,0,11,4,1,2,0
271251,139128,200,1,0,0,0,1,0,3,0,0,2,0
271252,139129,100,1,1,1,0,1,1,11,3,0,1,1
271253,139129,200,0,0,0,0,0,0,0,0,0,0,0
271254,139130,100,0,0,0,0,0,0,1,0,0,0,0
271255,139130,200,1,1,1,1,1,1,10,2,1,2,1
271256,139131,100,0,0,1,1,1,0,9,2,1,4,0
271257,139131,200,1,1,0,0,0,0,6,0,0,0,0
271258,139132,100,0,0,1,0,0,0,7,1,0,0,0
271259,139132,200,1,1,0,0,1,0,4,0,0,3,0
271260,139133,100,0,0,1,1,0,0,11,4,1,1,0
271261,139133,200,1,1,0,0,1,0,6,0,0,1,0
271262,139134,100,0,0,1,1,0,0,8,1,1,3,0
271263,139134,200,1,1,0,0,1,0,3,0,0,1,0
271264,139135,100,0,0,1,0,1,1,6,1,0,3,1
271265,139135,200,1,1,0,1,0,0,9,1,1,1,0
271266,139136,100,1,0,0,0,0,0,2,0,0,0,0
271267,139136,200,0,1,1,0,1,0,8,1,0,3,0
271268,139137,100,0,0,0,0,0,0,4,0,0,1,0
271269,139137,200,1,1,0,0,1,1,6,0,0,3,1
271270,139138,100,0,1,1,1,1,0,11,3,1,4,0
271271,139138,200,1,0,0,0,0,1,1,0,0,0,1
271272,139139,100,1,0,0,0,0,1,0,0,0,0,1
271273,139139,200,0,1,1,1,1,0,11,3,1,3,0
271274,139140,100,1,0,1,0,1,0,8,1,0,3,0
271275,139140,200,0,1,0,0,0,0,7,0,0,0,0
271276,139141,100,1,1,1,1,0,0,5,1,1,1,0
271277,139141,200,0,0,0,0,1,0,4,0,0,2,0
271278,139142,100,0,0,0,0,0,0,10,2,0,0,0
271279,139142,200,1,1,1,1,1,0,5,2,1,3,0
271280,139143,100,0,0,1,1,0,0,11,4,1,4,0
271281,139143,200,1,1,0,0,1,0,3,0,0,1,0
271282,139144,100,1,1,1,0,1,0,9,1,0,3,0
271283,139144,200,0,0,0,0,0,0,1,0,0,0,0
271284,139145,100,1,1,1,1,1,0,8,1,1,3,0
271285,139145,200,0,0,0,0,0,0,3,0,0,1,0
271286,139146,100,1,1,0,0,0,0,5,0,0,0,0
271287,139146,200,0,0,1,0,1,0,9,2,0,4,0
271288,139147,100,0,0,0,0,0,0,3,0,0,0,0
271289,139147,200,1,1,1,1,1,0,7,1,1,3,0
271290,139148,100,0,0,0,0,0,0,1,0,0,0,0
271291,139148,200,1,1,0,0,1,1,7,0,0,2,1
271292,139149,100,0,0,0,0,1,0,4,0,0,3,0
271293,139149,200,1,1,1,1,0,0,10,2,1,1,0
271294,139150,100,1,1,0,0,0,0,3,0,0,1,0
271295,139150,200,0,0,1,1,1,1,11,2,1,3,1
271296,139151,100,1,1,1,1,1,1,11,3,1,4,1
271297,139151,200,0,0,0,0,0,0,2,0,0,0,0
271298,139152,100,1,1,0,1,1,0,4,0,2,2,0
271299,139152,200,0,0,1,0,0,0,10,3,0,1,0
271300,139153,100,1,1,1,0,0,0,7,1,0,3,0
271301,139153,200,0,0,0,1,1,0,9,2,1,1,0
271302,139154,100,1,0,1,0,0,1,8,2,0,0,1
271303,139154,200,0,1,0,0,1,0,3,0,0,3,0
271304,139155,100,1,1,1,1,1,0,11,3,1,3,0
271305,139155,200,0,0,0,0,0,0,5,1,1,2,0
271306,139156,100,0,0,1,1,1,0,9,3,2,2,0
271307,139156,200,1,1,0,0,0,1,6,0,0,2,1
271308,139157,100,1,1,1,0,1,0,10,3,0,2,0
271309,139157,200,0,0,0,0,0,0,0,0,0,0,0
271310,139158,100,1,1,1,0,0,0,8,1,1,1,0
271311,139158,200,0,0,0,1,1,0,7,0,1,4,0
271312,139159,100,0,1,1,1,1,0,8,1,1,2,0
271313,139159,200,1,0,0,0,0,0,3,0,0,1,0
271314,139160,100,1,1,1,0,0,0,9,2,0,1,0
271315,139160,200,0,0,0,1,1,0,1,0,1,1,0
271316,139161,100,1,1,1,1,0,1,9,2,1,2,1
271317,139161,200,0,0,0,0,1,0,4,0,0,2,0
271318,139162,100,1,0,0,0,0,0,2,0,0,0,0
271319,139162,200,0,1,1,0,1,0,9,2,0,2,0
271320,139163,100,0,0,1,0,1,0,9,1,0,4,0
271321,139163,200,1,1,0,1,0,1,5,1,1,0,1
271322,139164,100,0,0,1,0,0,0,7,2,1,0,0
271323,139164,200,1,1,0,1,1,0,8,1,1,4,0
271324,139165,100,0,0,0,0,0,0,0,0,0,0,0
271325,139165,200,1,1,1,0,1,0,10,2,0,3,0
271326,139166,100,0,0,0,0,0,0,1,0,0,0,0
271327,139166,200,1,1,1,1,1,1,10,2,1,3,1
271328,139167,100,0,0,0,0,0,0,0,0,0,0,0
271329,139167,200,0,0,0,0,0,0,0,0,0,0,0
271330,139168,100,0,1,1,0,1,0,10,3,0,4,0
271331,139168,200,1,0,0,0,0,0,5,1,0,0,0
271332,139169,100,0,0,0,0,0,0,3,0,0,0,0
271333,139169,200,1,1,1,0,1,0,9,2,0,3,0
271334,139170,100,0,0,0,0,0,0,3,0,0,0,0
271335,139170,200,1,1,1,1,1,1,10,2,1,3,1
271336,139171,100,0,1,1,1,1,1,11,3,1,2,1
271337,139171,200,1,0,0,0,0,0,0,0,0,0,0
271338,139172,100,0,0,1,1,0,0,9,1,1,1,0
271339,139172,200,1,1,0,0,1,0,3,0,0,2,0
271340,139173,100,0,0,0,1,0,0,9,2,1,1,0
271341,139173,200,1,1,1,0,1,0,5,1,0,3,0
271342,139174,100,0,1,1,0,0,0,5,1,0,2,0
271343,139174,200,1,0,0,1,1,0,9,2,1,3,0
271344,139175,100,1,1,0,0,1,1,5,0,0,1,1
271345,139175,200,0,0,0,0,0,0,2,0,0,0,0
271346,139176,100,0,0,0,1,0,0,9,1,2,3,0
271347,139176,200,1,1,1,0,1,0,6,1,0,1,0
271348,139177,100,0,0,0,0,0,0,1,0,0,0,0
271349,139177,200,1,1,1,1,1,0,10,1,1,3,0
271350,139178,100,0,0,0,1,0,0,2,0,1,1,0
271351,139178,200,1,1,1,0,1,0,11,5,0,2,0
271352,139179,100,0,0,1,0,0,1,5,2,0,1,1
271353,139179,200,1,1,0,1,1,0,11,3,1,3,0
271354,139180,100,1,0,0,0,1,0,0,0,0,1,0
271355,139180,200,0,1,0,0,0,1,6,0,0,1,1
271356,139181,100,0,0,0,0,0,0,0,0,0,0,0
271357,139181,200,1,1,1,0,1,0,8,1,0,1,0
271358,139182,100,1,1,0,0,1,0,2,0,0,1,0
271359,139182,200,0,0,1,1,0,0,9,1,1,1,0
271360,139183,100,0,1,1,0,1,0,11,3,0,3,0
271361,139183,200,1,0,0,0,0,0,2,0,0,1,0
271362,139184,100,0,1,0,0,1,0,2,0,0,1,0
271363,139184,200,1,0,1,1,0,0,11,3,1,2,0
271364,139185,100,0,0,0,0,0,0,3,0,0,2,0
271365,139185,200,1,1,1,0,1,0,11,3,0,1,0
271366,139186,100,1,1,1,0,1,0,9,2,0,3,0
271367,139186,200,0,0,0,0,0,0,3,0,0,0,0
271368,139187,100,0,0,0,0,0,0,0,0,0,0,0
271369,139187,200,1,1,1,0,1,0,9,1,0,1,0
271370,139188,100,0,1,0,0,1,0,3,0,0,1,0
271371,139188,200,1,0,1,1,0,0,8,1,2,2,0
271372,139189,100,0,0,0,1,0,0,7,0,2,1,0
271373,139189,200,1,1,1,0,1,0,11,4,0,4,0
271374,139190,100,1,1,0,0,1,1,4,0,0,4,1
271375,139190,200,0,0,1,1,0,0,10,3,1,0,0
271376,139191,100,1,1,1,0,1,0,9,1,0,2,0
271377,139191,200,0,0,0,0,0,1,3,0,0,0,1
271378,139192,100,0,1,1,1,1,0,9,4,1,3,0
271379,139192,200,1,0,0,0,0,0,5,0,0,1,0
271380,139193,100,0,1,1,1,0,0,10,3,1,3,0
271381,139193,200,1,0,0,0,1,0,3,0,0,1,0
271382,139194,100,0,0,0,0,1,0,4,0,0,3,0
271383,139194,200,1,1,1,1,0,0,9,2,1,2,0
271384,139195,100,0,0,0,0,0,0,3,0,0,0,0
271385,139195,200,1,1,1,1,1,0,11,4,1,5,0
271386,139196,100,1,1,1,0,0,0,8,1,0,3,0
271387,139196,200,0,0,0,1,1,0,7,0,1,1,0
271388,139197,100,0,0,0,0,0,1,4,0,0,1,1
271389,139197,200,1,1,1,1,1,0,11,4,2,2,0
271390,139198,100,1,1,0,0,1,0,7,0,0,1,0
271391,139198,200,0,0,0,0,0,0,0,0,0,0,0
271392,139199,100,0,1,0,0,0,0,2,0,0,0,0
271393,139199,200,1,0,1,1,1,0,9,1,1,3,0
271394,139200,100,1,1,1,0,1,0,7,1,0,2,0
271395,139200,200,0,0,0,0,0,0,3,0,0,0,0
271396,139201,100,0,0,0,0,0,0,1,0,0,0,0
271397,139201,200,1,1,1,1,1,0,11,2,1,1,0
271398,139202,100,1,1,1,1,0,0,5,1,1,0,0
271399,139202,200,0,0,0,0,1,0,9,1,0,3,0
271400,139203,100,1,1,1,1,1,0,7,1,1,3,0
271401,139203,200,0,0,0,0,0,0,2,0,0,0,0
271402,139204,100,0,0,0,0,0,0,3,0,0,0,0
271403,139204,200,1,1,1,1,1,0,10,2,1,4,0
271404,139205,100,0,1,1,1,1,0,11,4,1,2,0
271405,139205,200,1,0,0,0,0,0,2,0,0,1,0
271406,139206,100,0,0,0,0,0,0,1,0,0,1,0
271407,139206,200,1,1,1,0,1,0,11,7,0,3,0
271408,139207,100,1,0,1,1,0,0,8,2,1,1,0
271409,139207,200,0,1,0,0,1,0,6,1,0,3,0
271410,139208,100,0,0,0,0,0,0,2,0,0,0,0
271411,139208,200,1,1,1,0,1,0,7,1,0,3,0
271412,139209,100,1,0,0,0,0,0,0,0,0,0,0
271413,139209,200,0,1,1,0,1,0,10,2,0,3,0
271414,139210,100,1,0,1,1,1,0,9,2,1,2,0
271415,139210,200,0,1,0,0,0,0,3,0,0,1,0
271416,139211,100,1,0,1,1,1,0,11,8,1,4,0
271417,139211,200,0,1,0,0,0,0,4,0,0,1,0
271418,139212,100,1,0,1,0,0,0,9,1,0,2,0
271419,139212,200,0,1,0,1,1,0,4,0,1,1,0
271420,139213,100,0,0,0,1,1,0,10,2,1,3,0
271421,139213,200,1,1,1,0,0,0,5,1,0,2,0
271422,139214,100,1,1,0,0,0,0,8,1,0,1,0
271423,139214,200,0,0,1,1,1,0,8,2,2,2,0
271424,139215,100,0,0,1,0,0,0,6,1,0,3,0
271425,139215,200,1,1,0,0,1,0,4,0,0,1,0
271426,139216,100,1,1,0,0,1,0,1,0,0,1,0
271427,139216,200,0,0,1,0,0,0,11,2,0,1,0
271428,139217,100,0,0,0,0,0,0,8,1,1,1,0
271429,139217,200,1,1,1,1,1,0,8,4,1,4,0
271430,139218,100,0,0,0,0,1,0,3,0,0,2,0
271431,139218,200,1,1,1,1,0,0,9,2,1,1,0
271432,139219,100,1,1,0,0,1,0,4,0,0,2,0
271433,139219,200,0,0,1,1,0,0,8,2,1,3,0
271434,139220,100,1,0,1,0,1,0,7,1,0,2,0
271435,139220,200,0,1,0,1,0,0,8,2,1,2,0
271436,139221,100,0,0,0,0,0,0,0,0,0,0,0
271437,139221,200,1,1,1,1,1,0,11,3,1,3,0
271438,139222,100,1,1,1,1,0,0,11,3,2,1,0
271439,139222,200,0,0,0,0,1,0,4,0,0,3,0
271440,139223,100,1,0,0,0,0,0,5,0,0,1,0
271441,139223,200,0,1,0,0,1,0,3,0,0,1,0
