,id,matchid,player,championid,ss1,ss2,role,position
1333522,1364420,137060,1,63,4,14,DUO_SUPPORT,BOT
1333523,1364421,137060,2,103,14,4,SOLO,MID
1333524,1364422,137060,3,113,11,4,NONE,JUNGLE
1333525,1364423,137060,4,420,4,12,SOLO,TOP
1333526,1364424,137060,5,21,7,4,DUO_CARRY,BOT
1333527,1364425,137060,6,5,11,4,NONE,JUNGLE
1333528,1364426,137060,7,111,4,12,SOLO,TOP
1333529,1364427,137060,8,22,7,4,DUO_CARRY,BOT
1333530,1364428,137060,9,57,4,14,DUO_SUPPORT,BOT
1333531,1364429,137060,10,45,4,3,SOLO,MID
1333532,1364430,137061,1,89,3,4,DUO_SUPPORT,BOT
1333533,1364431,137061,2,38,12,4,SOLO,MID
1333534,1364432,137061,3,104,11,4,NONE,JUNGLE
1333535,1364433,137061,4,126,4,12,SOLO,TOP
1333536,1364434,137061,5,236,4,7,DUO_CARRY,BOT
1333537,1364435,137061,6,61,4,6,SOLO,MID
1333538,1364436,137061,7,19,4,11,NONE,JUNGLE
1333539,1364437,137061,8,86,4,14,SOLO,TOP
1333540,1364438,137061,9,26,4,3,DUO_SUPPORT,BOT
1333541,1364439,137061,10,119,4,7,DUO_CARRY,BOT
1333542,1364440,137062,1,58,4,12,SOLO,TOP
1333543,1364441,137062,2,103,4,12,SOLO,MID
1333544,1364442,137062,3,24,4,11,NONE,JUNGLE
1333545,1364443,137062,4,25,3,4,DUO_SUPPORT,BOT
1333546,1364444,137062,5,236,4,7,DUO_CARRY,BOT
1333547,1364445,137062,6,53,14,4,DUO_SUPPORT,BOT
1333548,1364446,137062,7,119,7,4,DUO_CARRY,BOT
1333549,1364447,137062,8,104,11,4,NONE,JUNGLE
1333550,1364448,137062,9,105,14,12,SOLO,TOP
1333551,1364449,137062,10,45,4,21,SOLO,MID
1333552,1364450,137063,1,104,4,7,DUO_CARRY,BOT
1333553,1364451,137063,2,143,4,14,DUO_SUPPORT,BOT
1333554,1364452,137063,3,134,4,6,SOLO,MID
1333555,1364453,137063,4,24,4,11,NONE,JUNGLE
1333556,1364454,137063,5,10,4,12,SOLO,TOP
1333557,1364455,137063,6,20,4,11,NONE,JUNGLE
1333558,1364456,137063,7,92,4,12,SOLO,TOP
1333559,1364457,137063,8,222,4,7,DUO_CARRY,BOT
1333560,1364458,137063,9,57,4,14,DUO_SUPPORT,BOT
1333561,1364459,137063,10,103,4,12,SOLO,MID
1333562,1364460,137064,1,90,4,14,DUO_SUPPORT,BOT
1333563,1364461,137064,2,32,4,11,NONE,JUNGLE
1333564,1364462,137064,3,236,4,7,DUO_CARRY,BOT
1333565,1364463,137064,4,157,3,4,SOLO,MID
1333566,1364464,137064,5,10,14,4,SOLO,TOP
1333567,1364465,137064,6,105,14,4,SOLO,MID
1333568,1364466,137064,7,92,12,4,SOLO,TOP
1333569,1364467,137064,8,81,7,4,DUO_CARRY,BOT
1333570,1364468,137064,9,40,3,4,DUO_SUPPORT,BOT
1333571,1364469,137064,10,11,14,11,NONE,JUNGLE
1333572,1364470,137065,1,85,12,4,SOLO,TOP
1333573,1364471,137065,2,96,7,4,DUO_CARRY,BOT
1333574,1364472,137065,3,113,4,14,DUO_SUPPORT,BOT
1333575,1364473,137065,4,133,4,11,NONE,JUNGLE
1333576,1364474,137065,5,10,4,7,SOLO,MID
1333577,1364475,137065,6,112,6,4,SOLO,MID
1333578,1364476,137065,7,43,3,4,DUO_SUPPORT,BOT
1333579,1364477,137065,8,222,7,4,DUO_CARRY,BOT
1333580,1364478,137065,9,80,4,14,SOLO,TOP
1333581,1364479,137065,10,120,6,11,NONE,JUNGLE
1333582,1364480,137066,1,9,7,4,DUO_SUPPORT,BOT
1333583,1364481,137066,2,103,4,14,SOLO,MID
1333584,1364482,137066,3,120,4,11,NONE,JUNGLE
1333585,1364483,137066,4,236,4,7,DUO_CARRY,BOT
1333586,1364484,137066,5,126,12,4,SOLO,TOP
1333587,1364485,137066,6,134,6,4,SOLO,MID
1333588,1364486,137066,7,81,7,4,DUO_CARRY,BOT
1333589,1364487,137066,8,57,4,14,DUO_SUPPORT,BOT
1333590,1364488,137066,9,79,4,11,NONE,JUNGLE
1333591,1364489,137066,10,85,12,4,SOLO,TOP
1333592,1364490,137067,1,236,7,4,DUO_CARRY,BOT
1333593,1364491,137067,2,64,11,4,NONE,JUNGLE
1333594,1364492,137067,3,54,4,12,SOLO,TOP
1333595,1364493,137067,4,57,4,14,DUO_SUPPORT,BOT
1333596,1364494,137067,5,4,4,6,SOLO,MID
1333597,1364495,137067,6,267,3,4,DUO_SUPPORT,BOT
1333598,1364496,137067,7,91,4,14,SOLO,MID
1333599,1364497,137067,8,126,12,4,SOLO,TOP
1333600,1364498,137067,9,29,4,7,DUO_CARRY,BOT
1333601,1364499,137067,10,79,11,4,NONE,JUNGLE
1333602,1364500,137068,1,57,4,14,DUO_SUPPORT,BOT
1333603,1364501,137068,2,103,4,12,SOLO,MID
1333604,1364502,137068,3,76,11,4,NONE,JUNGLE
1333605,1364503,137068,4,74,4,12,SOLO,TOP
1333606,1364504,137068,5,51,4,7,DUO_CARRY,BOT
1333607,1364505,137068,6,92,12,4,SOLO,TOP
1333608,1364506,137068,7,34,12,4,SOLO,MID
1333609,1364507,137068,8,120,6,11,NONE,JUNGLE
1333610,1364508,137068,9,432,14,4,DUO_SUPPORT,BOT
1333611,1364509,137068,10,236,4,7,DUO_CARRY,BOT
1333612,1364510,137069,1,45,4,6,SOLO,MID
1333613,1364511,137069,2,96,7,4,DUO_CARRY,BOT
1333614,1364512,137069,3,64,11,4,NONE,JUNGLE
1333615,1364513,137069,4,62,4,12,SOLO,TOP
1333616,1364514,137069,5,57,14,4,DUO_SUPPORT,BOT
1333617,1364515,137069,6,99,14,4,DUO_SUPPORT,BOT
1333618,1364516,137069,7,39,4,12,SOLO,TOP
1333619,1364517,137069,8,22,4,7,DUO_CARRY,BOT
1333620,1364518,137069,9,115,4,3,SOLO,MID
1333621,1364519,137069,10,28,4,11,NONE,JUNGLE
1333622,1364520,137070,1,16,3,4,DUO_SUPPORT,BOT
1333623,1364521,137070,2,157,4,14,SOLO,MID
1333624,1364522,137070,3,236,7,4,DUO_CARRY,BOT
1333625,1364523,137070,4,60,4,11,NONE,JUNGLE
1333626,1364524,137070,5,3,12,4,SOLO,TOP
1333627,1364525,137070,6,45,4,6,SOLO,MID
1333628,1364526,137070,7,19,4,11,NONE,JUNGLE
1333629,1364527,137070,8,29,4,7,DUO_CARRY,BOT
1333630,1364528,137070,9,40,3,4,DUO_SUPPORT,BOT
1333631,1364529,137070,10,119,7,4,SOLO,TOP
1333632,1364530,137071,1,18,4,7,DUO_CARRY,BOT
1333633,1364531,137071,2,103,4,14,SOLO,MID
1333634,1364532,137071,3,37,4,14,DUO_SUPPORT,BOT
1333635,1364533,137071,4,79,4,11,NONE,JUNGLE
1333636,1364534,137071,5,92,12,4,SOLO,TOP
1333637,1364535,137071,6,136,11,4,NONE,JUNGLE
1333638,1364536,137071,7,41,12,4,SOLO,TOP
1333639,1364537,137071,8,7,14,4,SOLO,MID
1333640,1364538,137071,9,67,7,4,DUO,BOT
1333641,1364539,137071,10,412,3,4,DUO,BOT
1333642,1364540,137072,1,222,4,7,DUO_CARRY,BOT
1333643,1364541,137072,2,40,4,3,DUO_SUPPORT,BOT
1333644,1364542,137072,3,59,4,11,NONE,JUNGLE
1333645,1364543,137072,4,266,4,12,SOLO,TOP
1333646,1364544,137072,5,61,4,6,SOLO,MID
1333647,1364545,137072,6,114,12,4,SOLO,TOP
1333648,1364546,137072,7,115,4,12,SOLO,MID
1333649,1364547,137072,8,19,4,11,NONE,JUNGLE
1333650,1364548,137072,9,14,3,4,DUO,BOT
1333651,1364549,137072,10,51,4,7,DUO,BOT
1333652,1364550,137073,1,104,4,11,NONE,JUNGLE
1333653,1364551,137073,2,143,14,4,DUO_SUPPORT,BOT
1333654,1364552,137073,3,99,21,4,SOLO,MID
1333655,1364553,137073,4,31,4,12,SOLO,TOP
1333656,1364554,137073,5,67,7,4,DUO_CARRY,BOT
1333657,1364555,137073,6,121,4,11,NONE,JUNGLE
1333658,1364556,137073,7,29,4,7,DUO_CARRY,BOT
1333659,1364557,137073,8,26,3,4,DUO_SUPPORT,BOT
1333660,1364558,137073,9,134,21,4,SOLO,MID
1333661,1364559,137073,10,36,12,4,SOLO,TOP
1333662,1364560,137074,1,19,11,6,NONE,JUNGLE
1333663,1364561,137074,2,22,4,7,DUO_CARRY,BOT
1333664,1364562,137074,3,240,4,12,SOLO,TOP
1333665,1364563,137074,4,143,3,4,DUO_SUPPORT,BOT
1333666,1364564,137074,5,8,14,4,SOLO,MID
1333667,1364565,137074,6,103,14,4,SOLO,MID
1333668,1364566,137074,7,96,4,7,DUO_CARRY,BOT
1333669,1364567,137074,8,412,14,4,DUO_SUPPORT,BOT
1333670,1364568,137074,9,57,12,4,SOLO,TOP
1333671,1364569,137074,10,120,11,4,NONE,JUNGLE
1333672,1364570,137075,1,38,4,12,SOLO,MID
1333673,1364571,137075,2,143,4,14,DUO_SUPPORT,BOT
1333674,1364572,137075,3,51,4,7,DUO_CARRY,BOT
1333675,1364573,137075,4,50,4,12,SOLO,TOP
1333676,1364574,137075,5,32,11,4,NONE,JUNGLE
1333677,1364575,137075,6,79,12,4,SOLO,TOP
1333678,1364576,137075,7,89,4,3,DUO_SUPPORT,BOT
1333679,1364577,137075,8,81,7,4,DUO_CARRY,BOT
1333680,1364578,137075,9,11,11,4,NONE,JUNGLE
1333681,1364579,137075,10,157,4,14,SOLO,MID
1333682,1364580,137076,1,117,3,4,DUO_SUPPORT,BOT
1333683,1364581,137076,2,427,11,4,NONE,JUNGLE
1333684,1364582,137076,3,96,4,7,DUO_CARRY,BOT
1333685,1364583,137076,4,3,12,4,SOLO,TOP
1333686,1364584,137076,5,245,4,12,SOLO,MID
1333687,1364585,137076,6,64,4,11,NONE,JUNGLE
1333688,1364586,137076,7,103,14,4,SOLO,MID
1333689,1364587,137076,8,57,4,14,DUO_SUPPORT,BOT
1333690,1364588,137076,9,119,4,7,DUO_CARRY,BOT
1333691,1364589,137076,10,58,12,4,SOLO,TOP
1333692,1364590,137077,1,67,7,4,DUO_CARRY,BOT
1333693,1364591,137077,2,157,4,3,SOLO,MID
1333694,1364592,137077,3,111,3,4,DUO_SUPPORT,BOT
1333695,1364593,137077,4,28,11,4,NONE,JUNGLE
1333696,1364594,137077,5,39,4,12,SOLO,TOP
1333697,1364595,137077,6,78,3,4,DUO_SUPPORT,BOT
1333698,1364596,137077,7,64,11,4,NONE,JUNGLE
1333699,1364597,137077,8,41,12,4,SOLO,TOP
1333700,1364598,137077,9,81,7,4,DUO_CARRY,BOT
1333701,1364599,137077,10,103,4,14,SOLO,MID
1333702,1364600,137078,1,236,7,4,DUO_CARRY,BOT
1333703,1364601,137078,2,150,4,12,SOLO,TOP
1333704,1364602,137078,3,105,14,4,SOLO,MID
1333705,1364603,137078,4,497,4,14,DUO_SUPPORT,BOT
1333706,1364604,137078,5,79,4,11,NONE,JUNGLE
1333707,1364605,137078,6,99,4,21,SOLO,MID
1333708,1364606,137078,7,81,4,7,DUO_CARRY,BOT
1333709,1364607,137078,8,267,4,3,DUO_SUPPORT,BOT
1333710,1364608,137078,9,64,11,4,NONE,JUNGLE
1333711,1364609,137078,10,23,6,12,SOLO,TOP
1333712,1364610,137079,1,238,4,14,SOLO,MID
1333713,1364611,137079,2,9,11,4,NONE,JUNGLE
1333714,1364612,137079,3,133,4,3,SOLO,TOP
1333715,1364613,137079,4,48,4,3,DUO_SUPPORT,BOT
1333716,1364614,137079,5,236,4,7,DUO_CARRY,BOT
1333717,1364615,137079,6,498,4,7,DUO_CARRY,BOT
1333718,1364616,137079,7,497,4,3,DUO_SUPPORT,BOT
1333719,1364617,137079,8,92,12,4,SOLO,TOP
1333720,1364618,137079,9,64,4,11,NONE,JUNGLE
1333721,1364619,137079,10,45,4,12,SOLO,MID
1333722,1364620,137080,1,245,4,12,SOLO,MID
1333723,1364621,137080,2,62,4,14,SOLO,TOP
1333724,1364622,137080,3,154,4,11,NONE,JUNGLE
1333725,1364623,137080,4,21,7,4,DUO_CARRY,BOT
1333726,1364624,137080,5,53,4,14,DUO_SUPPORT,BOT
1333727,1364625,137080,6,134,4,3,SOLO,MID
1333728,1364626,137080,7,497,3,4,DUO_SUPPORT,BOT
1333729,1364627,137080,8,20,4,11,NONE,JUNGLE
1333730,1364628,137080,9,222,4,7,DUO_CARRY,BOT
1333731,1364629,137080,10,240,4,12,SOLO,TOP
1333732,1364630,137081,1,51,4,7,DUO_CARRY,BOT
1333733,1364631,137081,2,136,14,4,SOLO,MID
1333734,1364632,137081,3,121,11,4,NONE,JUNGLE
1333735,1364633,137081,4,43,3,4,DUO_SUPPORT,BOT
1333736,1364634,137081,5,79,4,12,SOLO,TOP
1333737,1364635,137081,6,22,7,4,DUO_CARRY,BOT
1333738,1364636,137081,7,64,4,11,NONE,JUNGLE
1333739,1364637,137081,8,101,7,4,SOLO,MID
1333740,1364638,137081,9,16,4,3,DUO_SUPPORT,BOT
1333741,1364639,137081,10,111,4,12,SOLO,TOP
1333742,1364640,137082,1,222,4,7,DUO_CARRY,BOT
1333743,1364641,137082,2,16,4,3,DUO_SUPPORT,BOT
1333744,1364642,137082,3,114,4,12,SOLO,TOP
1333745,1364643,137082,4,103,4,14,SOLO,MID
1333746,1364644,137082,5,64,11,4,NONE,JUNGLE
1333747,1364645,137082,6,150,4,12,SOLO,TOP
1333748,1364646,137082,7,59,4,11,NONE,JUNGLE
1333749,1364647,137082,8,81,4,7,DUO_CARRY,BOT
1333750,1364648,137082,9,99,4,6,SOLO,MID
1333751,1364649,137082,10,412,3,4,DUO_SUPPORT,BOT
1333752,1364650,137083,1,29,4,7,DUO_CARRY,BOT
1333753,1364651,137083,2,143,14,4,DUO_SUPPORT,BOT
1333754,1364652,137083,3,32,4,11,NONE,JUNGLE
1333755,1364653,137083,4,103,21,4,SOLO,MID
1333756,1364654,137083,5,114,4,12,SOLO,TOP
1333757,1364655,137083,6,45,4,12,SOLO,MID
1333758,1364656,137083,7,89,4,14,DUO_SUPPORT,BOT
1333759,1364657,137083,8,105,14,12,SOLO,TOP
1333760,1364658,137083,9,427,11,4,NONE,JUNGLE
1333761,1364659,137083,10,236,4,7,DUO_CARRY,BOT
1333762,1364660,137084,1,64,4,11,NONE,JUNGLE
1333763,1364661,137084,2,498,7,4,DUO_CARRY,BOT
1333764,1364662,137084,3,39,4,12,SOLO,TOP
1333765,1364663,137084,4,16,4,3,DUO_SUPPORT,BOT
1333766,1364664,137084,5,131,4,12,SOLO,MID
1333767,1364665,137084,6,497,4,14,DUO_SUPPORT,BOT
1333768,1364666,137084,7,69,6,4,SOLO,MID
1333769,1364667,137084,8,236,4,7,DUO_CARRY,BOT
1333770,1364668,137084,9,427,11,4,NONE,JUNGLE
1333771,1364669,137084,10,10,4,12,SOLO,TOP
1333772,1364670,137085,1,16,4,3,DUO_SUPPORT,BOT
1333773,1364671,137085,2,112,4,6,SOLO,MID
1333774,1364672,137085,3,67,4,7,DUO_CARRY,BOT
1333775,1364673,137085,4,420,4,12,SOLO,TOP
1333776,1364674,137085,5,64,4,11,NONE,JUNGLE
1333777,1364675,137085,6,236,7,4,DUO_CARRY,BOT
1333778,1364676,137085,7,117,4,3,DUO_SUPPORT,BOT
1333779,1364677,137085,8,61,6,4,SOLO,MID
1333780,1364678,137085,9,157,4,14,SOLO,TOP
1333781,1364679,137085,10,59,11,4,NONE,JUNGLE
1333782,1364680,137086,1,432,4,14,DUO_SUPPORT,BOT
1333783,1364681,137086,2,103,14,4,SOLO,MID
1333784,1364682,137086,3,236,7,4,DUO_CARRY,BOT
1333785,1364683,137086,4,240,12,4,SOLO,TOP
1333786,1364684,137086,5,54,4,11,NONE,JUNGLE
1333787,1364685,137086,6,57,12,4,SOLO,TOP
1333788,1364686,137086,7,77,11,4,NONE,JUNGLE
1333789,1364687,137086,8,61,4,1,SOLO,MID
1333790,1364688,137086,9,16,4,3,DUO_SUPPORT,BOT
1333791,1364689,137086,10,67,4,7,DUO_CARRY,BOT
1333792,1364690,137087,1,143,4,3,DUO_SUPPORT,BOT
1333793,1364691,137087,2,45,4,6,SOLO,MID
1333794,1364692,137087,3,78,4,11,NONE,JUNGLE
1333795,1364693,137087,4,62,4,12,SOLO,TOP
1333796,1364694,137087,5,96,7,4,DUO_CARRY,BOT
1333797,1364695,137087,6,27,6,14,SOLO,TOP
1333798,1364696,137087,7,119,4,7,DUO_CARRY,BOT
1333799,1364697,137087,8,267,3,4,DUO_SUPPORT,BOT
1333800,1364698,137087,9,61,6,4,SOLO,MID
1333801,1364699,137087,10,120,11,6,NONE,JUNGLE
1333802,1364700,137088,1,30,4,12,SOLO,MID
1333803,1364701,137088,2,92,14,4,SOLO,TOP
1333804,1364702,137088,3,121,11,4,NONE,JUNGLE
1333805,1364703,137088,4,26,14,4,DUO_SUPPORT,BOT
1333806,1364704,137088,5,51,4,7,DUO_CARRY,BOT
1333807,1364705,137088,6,81,4,7,DUO_CARRY,BOT
1333808,1364706,137088,7,16,4,3,DUO_SUPPORT,BOT
1333809,1364707,137088,8,103,4,12,SOLO,MID
1333810,1364708,137088,9,57,12,4,SOLO,TOP
1333811,1364709,137088,10,19,4,11,NONE,JUNGLE
1333812,1364710,137089,1,48,12,4,SOLO,TOP
1333813,1364711,137089,2,203,11,4,NONE,JUNGLE
1333814,1364712,137089,3,498,4,7,DUO_CARRY,BOT
1333815,1364713,137089,4,497,4,3,DUO_SUPPORT,BOT
1333816,1364714,137089,5,245,14,4,SOLO,MID
1333817,1364715,137089,6,51,4,7,DUO_CARRY,BOT
1333818,1364716,137089,7,16,4,3,DUO_SUPPORT,BOT
1333819,1364717,137089,8,103,4,12,SOLO,MID
1333820,1364718,137089,9,76,11,4,NONE,JUNGLE
1333821,1364719,137089,10,58,14,4,SOLO,TOP
1333822,1364720,137090,1,114,4,12,SOLO,TOP
1333823,1364721,137090,2,121,4,11,NONE,JUNGLE
1333824,1364722,137090,3,115,4,3,SOLO,MID
1333825,1364723,137090,4,81,4,7,DUO_CARRY,BOT
1333826,1364724,137090,5,497,4,3,DUO_SUPPORT,BOT
1333827,1364725,137090,6,16,4,3,DUO_SUPPORT,BOT
1333828,1364726,137090,7,61,4,6,SOLO,MID
1333829,1364727,137090,8,498,7,4,DUO_CARRY,BOT
1333830,1364728,137090,9,23,14,4,SOLO,TOP
1333831,1364729,137090,10,56,4,11,NONE,JUNGLE
1333832,1364730,137091,1,25,4,3,DUO_SUPPORT,BOT
1333833,1364731,137091,2,31,4,11,NONE,JUNGLE
1333834,1364732,137091,3,51,4,7,DUO_CARRY,BOT
1333835,1364733,137091,4,45,12,4,SOLO,MID
1333836,1364734,137091,5,27,6,14,SOLO,TOP
1333837,1364735,137091,6,8,4,12,SOLO,TOP
1333838,1364736,137091,7,81,4,14,SOLO,MID
1333839,1364737,137091,8,498,7,4,DUO_CARRY,BOT
1333840,1364738,137091,9,43,14,4,DUO_SUPPORT,BOT
1333841,1364739,137091,10,120,6,11,NONE,JUNGLE
1333842,1364740,137092,1,59,4,11,NONE,JUNGLE
1333843,1364741,137092,2,236,4,7,DUO_CARRY,BOT
1333844,1364742,137092,3,134,4,14,SOLO,MID
1333845,1364743,137092,4,39,4,12,SOLO,TOP
1333846,1364744,137092,5,43,3,4,DUO_SUPPORT,BOT
1333847,1364745,137092,6,104,4,11,NONE,JUNGLE
1333848,1364746,137092,7,143,4,3,DUO_SUPPORT,BOT
1333849,1364747,137092,8,164,4,12,SOLO,TOP
1333850,1364748,137092,9,67,4,7,DUO_CARRY,BOT
1333851,1364749,137092,10,91,4,14,SOLO,MID
1333852,1364750,137093,1,64,11,4,NONE,JUNGLE
1333853,1364751,137093,2,21,4,7,DUO_CARRY,BOT
1333854,1364752,137093,3,92,12,4,SOLO,TOP
1333855,1364753,137093,4,245,4,12,SOLO,MID
1333856,1364754,137093,5,143,4,14,DUO_SUPPORT,BOT
1333857,1364755,137093,6,122,12,4,SOLO,TOP
1333858,1364756,137093,7,55,14,4,SOLO,MID
1333859,1364757,137093,8,412,14,4,DUO_SUPPORT,BOT
1333860,1364758,137093,9,35,14,11,NONE,JUNGLE
1333861,1364759,137093,10,119,7,4,DUO_CARRY,BOT
1333862,1364760,137094,1,51,7,4,DUO_CARRY,BOT
1333863,1364761,137094,2,101,4,1,SOLO,MID
1333864,1364762,137094,3,143,4,14,DUO_SUPPORT,BOT
1333865,1364763,137094,4,58,12,4,SOLO,TOP
1333866,1364764,137094,5,19,6,11,NONE,JUNGLE
1333867,1364765,137094,6,22,4,7,DUO_CARRY,BOT
1333868,1364766,137094,7,114,4,12,SOLO,TOP
1333869,1364767,137094,8,134,4,6,SOLO,MID
1333870,1364768,137094,9,16,4,3,DUO_SUPPORT,BOT
1333871,1364769,137094,10,427,11,4,NONE,JUNGLE
1333872,1364770,137095,1,134,4,6,SOLO,MID
1333873,1364771,137095,2,43,4,3,DUO_SUPPORT,BOT
1333874,1364772,137095,3,498,4,7,DUO_CARRY,BOT
1333875,1364773,137095,4,2,4,12,SOLO,TOP
1333876,1364774,137095,5,64,11,4,NONE,JUNGLE
1333877,1364775,137095,6,32,4,11,NONE,JUNGLE
1333878,1364776,137095,7,157,12,4,SOLO,TOP
1333879,1364777,137095,8,236,7,4,DUO_CARRY,BOT
1333880,1364778,137095,9,245,4,12,SOLO,MID
1333881,1364779,137095,10,40,3,4,DUO_SUPPORT,BOT
1333882,1364780,137096,1,64,11,4,NONE,JUNGLE
1333883,1364781,137096,2,43,4,3,DUO_SUPPORT,BOT
1333884,1364782,137096,3,222,4,7,DUO_CARRY,BOT
1333885,1364783,137096,4,41,4,3,SOLO,MID
1333886,1364784,137096,5,8,12,4,SOLO,TOP
1333887,1364785,137096,6,134,4,6,SOLO,MID
1333888,1364786,137096,7,236,4,7,DUO_CARRY,BOT
1333889,1364787,137096,8,62,4,12,SOLO,TOP
1333890,1364788,137096,9,121,11,4,NONE,JUNGLE
1333891,1364789,137096,10,117,14,4,DUO_SUPPORT,BOT
1333892,1364790,137097,1,99,4,7,SOLO,MID
1333893,1364791,137097,2,58,14,4,SOLO,TOP
1333894,1364792,137097,3,497,14,4,DUO_SUPPORT,BOT
1333895,1364793,137097,4,104,4,11,NONE,JUNGLE
1333896,1364794,137097,5,498,4,7,DUO_CARRY,BOT
1333897,1364795,137097,6,17,4,14,SOLO,TOP
1333898,1364796,137097,7,38,12,4,SOLO,MID
1333899,1364797,137097,8,3,11,4,NONE,JUNGLE
1333900,1364798,137097,9,96,4,7,DUO_CARRY,BOT
1333901,1364799,137097,10,201,4,3,DUO_SUPPORT,BOT
1333902,1364800,137098,1,41,12,4,SOLO,TOP
1333903,1364801,137098,2,53,4,14,DUO_SUPPORT,BOT
1333904,1364802,137098,3,37,14,4,SOLO,MID
1333905,1364803,137098,4,22,7,4,DUO_CARRY,BOT
1333906,1364804,137098,5,77,11,4,NONE,JUNGLE
1333907,1364805,137098,6,157,14,4,SOLO,MID
1333908,1364806,137098,7,17,14,4,SOLO,TOP
1333909,1364807,137098,8,32,4,11,NONE,JUNGLE
1333910,1364808,137098,9,29,4,7,DUO_CARRY,BOT
1333911,1364809,137098,10,143,4,14,DUO_SUPPORT,BOT
1333912,1364810,137099,1,10,12,4,SOLO,TOP
1333913,1364811,137099,2,81,4,7,DUO_CARRY,BOT
1333914,1364812,137099,3,43,4,3,DUO_SUPPORT,BOT
1333915,1364813,137099,4,55,4,14,SOLO,MID
1333916,1364814,137099,5,106,4,11,NONE,JUNGLE
1333917,1364815,137099,6,240,12,4,SOLO,TOP
1333918,1364816,137099,7,107,4,11,NONE,JUNGLE
1333919,1364817,137099,8,105,4,14,SOLO,MID
1333920,1364818,137099,9,53,4,3,DUO_SUPPORT,BOT
1333921,1364819,137099,10,498,7,4,DUO_CARRY,BOT
1333922,1364820,137100,1,427,4,11,NONE,JUNGLE
1333923,1364821,137100,2,7,14,4,SOLO,MID
1333924,1364822,137100,3,498,7,4,DUO_CARRY,BOT
1333925,1364823,137100,4,90,14,4,DUO_SUPPORT,BOT
1333926,1364824,137100,5,157,12,4,SOLO,TOP
1333927,1364825,137100,6,104,11,4,NONE,JUNGLE
1333928,1364826,137100,7,245,4,12,NONE,JUNGLE
1333929,1364827,137100,8,143,4,14,DUO_SUPPORT,BOT
1333930,1364828,137100,9,85,4,12,NONE,JUNGLE
1333931,1364829,137100,10,21,7,4,DUO_CARRY,BOT
1333932,1364830,137101,1,78,4,12,SOLO,TOP
1333933,1364831,137101,2,1,4,6,SOLO,MID
1333934,1364832,137101,3,143,4,14,DUO_SUPPORT,BOT
1333935,1364833,137101,4,51,7,4,DUO_CARRY,BOT
1333936,1364834,137101,5,80,4,11,NONE,JUNGLE
1333937,1364835,137101,6,121,4,11,NONE,JUNGLE
1333938,1364836,137101,7,40,3,4,DUO_SUPPORT,BOT
1333939,1364837,137101,8,498,4,7,DUO_CARRY,BOT
1333940,1364838,137101,9,245,12,4,SOLO,MID
1333941,1364839,137101,10,122,4,12,SOLO,TOP
1333942,1364840,137102,1,105,4,14,SOLO,MID
1333943,1364841,137102,2,53,4,3,DUO_SUPPORT,BOT
1333944,1364842,137102,3,133,4,14,SOLO,TOP
1333945,1364843,137102,4,80,4,11,NONE,JUNGLE
1333946,1364844,137102,5,236,4,7,DUO_CARRY,BOT
1333947,1364845,137102,6,51,4,7,DUO_CARRY,BOT
1333948,1364846,137102,7,55,4,14,NONE,JUNGLE
1333949,1364847,137102,8,5,4,11,NONE,JUNGLE
1333950,1364848,137102,9,2,4,12,SOLO,TOP
1333951,1364849,137102,10,40,4,3,DUO_SUPPORT,BOT
1333952,1364850,137103,1,110,4,7,DUO_CARRY,BOT
1333953,1364851,137103,2,53,14,4,DUO_SUPPORT,BOT
1333954,1364852,137103,3,50,14,4,SOLO,MID
1333955,1364853,137103,4,24,4,11,NONE,JUNGLE
1333956,1364854,137103,5,3,4,12,SOLO,TOP
1333957,1364855,137103,6,98,12,4,SOLO,TOP
1333958,1364856,137103,7,51,4,7,DUO_CARRY,BOT
1333959,1364857,137103,8,203,11,4,NONE,JUNGLE
1333960,1364858,137103,9,105,4,14,SOLO,MID
1333961,1364859,137103,10,143,4,14,DUO_SUPPORT,BOT
1333962,1364860,137104,1,238,4,14,SOLO,MID
1333963,1364861,137104,2,80,14,4,SOLO,TOP
1333964,1364862,137104,3,163,4,14,DUO_SUPPORT,BOT
1333965,1364863,137104,4,115,4,7,DUO_CARRY,BOT
1333966,1364864,137104,5,79,11,4,NONE,JUNGLE
1333967,1364865,137104,6,427,11,4,NONE,JUNGLE
1333968,1364866,137104,7,117,3,4,DUO_SUPPORT,BOT
1333969,1364867,137104,8,103,4,12,NONE,JUNGLE
1333970,1364868,137104,9,114,4,14,SOLO,TOP
1333971,1364869,137104,10,51,4,7,DUO_CARRY,BOT
1333972,1364870,137105,1,119,4,7,DUO_CARRY,BOT
1333973,1364871,137105,2,11,6,11,NONE,JUNGLE
1333974,1364872,137105,3,68,4,12,SOLO,TOP
1333975,1364873,137105,4,16,4,3,DUO_SUPPORT,BOT
1333976,1364874,137105,5,25,4,12,SOLO,MID
1333977,1364875,137105,6,267,4,3,DUO_SUPPORT,BOT
1333978,1364876,137105,7,245,4,12,SOLO,MID
1333979,1364877,137105,8,51,7,4,DUO_CARRY,BOT
1333980,1364878,137105,9,131,11,4,NONE,JUNGLE
1333981,1364879,137105,10,59,12,4,SOLO,TOP
1333982,1364880,137106,1,110,7,4,DUO_CARRY,BOT
1333983,1364881,137106,2,115,4,6,SOLO,MID
1333984,1364882,137106,3,25,4,3,DUO_SUPPORT,BOT
