,id,matchid,player,championid,ss1,ss2,role,position
1818125,1849210,185945,10,64,11,4,NONE,JUNGLE
1818126,1849211,185946,1,23,4,12,SOLO,TOP
1818127,1849212,185946,2,40,3,4,DUO_SUPPORT,BOT
1818128,1849213,185946,3,236,7,4,DUO_CARRY,BOT
1818129,1849214,185946,4,115,4,21,SOLO,MID
1818130,1849215,185946,5,60,11,4,NONE,JUNGLE
1818131,1849216,185946,6,98,12,4,SOLO,TOP
1818132,1849217,185946,7,1,4,14,SOLO,MID
1818133,1849218,185946,8,37,4,14,DUO_SUPPORT,BOT
1818134,1849219,185946,9,96,4,7,DUO_CARRY,BOT
1818135,1849220,185946,10,19,11,4,NONE,JUNGLE
1818136,1849221,185947,1,51,4,7,DUO_CARRY,BOT
1818137,1849222,185947,2,412,14,4,DUO_SUPPORT,BOT
1818138,1849223,185947,3,105,4,14,SOLO,MID
1818139,1849224,185947,4,10,12,4,SOLO,TOP
1818140,1849225,185947,5,11,4,11,NONE,JUNGLE
1818141,1849226,185947,6,18,7,4,DUO_CARRY,BOT
1818142,1849227,185947,7,104,11,4,NONE,JUNGLE
1818143,1849228,185947,8,267,4,3,DUO_SUPPORT,BOT
1818144,1849229,185947,9,1,4,12,SOLO,MID
1818145,1849230,185947,10,3,12,4,SOLO,TOP
1818146,1849231,185948,1,99,6,4,SOLO,MID
1818147,1849232,185948,2,104,11,4,NONE,JUNGLE
1818148,1849233,185948,3,40,4,3,DUO_SUPPORT,BOT
1818149,1849234,185948,4,86,4,12,SOLO,TOP
1818150,1849235,185948,5,236,4,7,DUO_CARRY,BOT
1818151,1849236,185948,6,43,4,14,DUO_SUPPORT,BOT
1818152,1849237,185948,7,202,7,4,DUO_CARRY,BOT
1818153,1849238,185948,8,157,4,3,SOLO,MID
1818154,1849239,185948,9,8,4,12,NONE,JUNGLE
1818155,1849240,185948,10,102,4,11,NONE,JUNGLE
1818156,1849241,185949,1,80,14,4,SOLO,MID
1818157,1849242,185949,2,98,12,4,SOLO,TOP
1818158,1849243,185949,3,51,7,4,DUO_CARRY,BOT
1818159,1849244,185949,4,254,11,4,NONE,JUNGLE
1818160,1849245,185949,5,16,3,4,DUO_SUPPORT,BOT
1818161,1849246,185949,6,104,11,4,NONE,JUNGLE
1818162,1849247,185949,7,110,4,7,DUO_CARRY,BOT
1818163,1849248,185949,8,3,12,4,SOLO,TOP
1818164,1849249,185949,9,40,4,3,DUO_SUPPORT,BOT
1818165,1849250,185949,10,10,4,12,SOLO,MID
1818166,1849251,185950,1,113,11,4,NONE,JUNGLE
1818167,1849252,185950,2,222,4,7,DUO_CARRY,BOT
1818168,1849253,185950,3,40,4,3,DUO_SUPPORT,BOT
1818169,1849254,185950,4,69,4,14,SOLO,MID
1818170,1849255,185950,5,54,12,4,SOLO,TOP
1818171,1849256,185950,6,7,14,4,SOLO,MID
1818172,1849257,185950,7,267,4,14,DUO_SUPPORT,BOT
1818173,1849258,185950,8,121,11,4,NONE,JUNGLE
1818174,1849259,185950,9,236,4,7,DUO_CARRY,BOT
1818175,1849260,185950,10,17,4,12,SOLO,TOP
1818176,1849261,185951,1,40,4,3,DUO_SUPPORT,BOT
1818177,1849262,185951,2,98,12,4,SOLO,TOP
1818178,1849263,185951,3,103,14,4,SOLO,MID
1818179,1849264,185951,4,104,11,4,NONE,JUNGLE
1818180,1849265,185951,5,22,7,4,DUO_CARRY,BOT
1818181,1849266,185951,6,17,4,12,SOLO,TOP
1818182,1849267,185951,7,110,7,4,DUO_CARRY,BOT
1818183,1849268,185951,8,421,4,11,NONE,JUNGLE
1818184,1849269,185951,9,50,14,4,SOLO,MID
1818185,1849270,185951,10,412,4,14,DUO_SUPPORT,BOT
1818186,1849271,185952,1,38,4,12,SOLO,MID
1818187,1849272,185952,2,254,11,4,NONE,JUNGLE
1818188,1849273,185952,3,3,12,4,SOLO,TOP
1818189,1849274,185952,4,202,7,4,DUO_CARRY,BOT
1818190,1849275,185952,5,40,4,3,DUO_SUPPORT,BOT
1818191,1849276,185952,6,114,12,4,SOLO,TOP
1818192,1849277,185952,7,11,4,11,NONE,JUNGLE
1818193,1849278,185952,8,4,4,14,SOLO,MID
1818194,1849279,185952,9,26,3,4,DUO_SUPPORT,BOT
1818195,1849280,185952,10,81,7,4,DUO_CARRY,BOT
1818196,1849281,185953,1,40,4,3,DUO_SUPPORT,BOT
1818197,1849282,185953,2,121,11,4,NONE,JUNGLE
1818198,1849283,185953,3,81,7,4,DUO_CARRY,BOT
1818199,1849284,185953,4,61,6,4,SOLO,MID
1818200,1849285,185953,5,157,12,4,SOLO,TOP
1818201,1849286,185953,6,119,7,4,DUO_CARRY,BOT
1818202,1849287,185953,7,432,3,4,DUO_SUPPORT,BOT
1818203,1849288,185953,8,58,12,4,SOLO,TOP
1818204,1849289,185953,9,5,11,4,NONE,JUNGLE
1818205,1849290,185953,10,103,4,21,SOLO,MID
1818206,1849291,185954,1,119,7,4,DUO_CARRY,BOT
1818207,1849292,185954,2,40,4,3,DUO_SUPPORT,BOT
1818208,1849293,185954,3,39,4,12,SOLO,TOP
1818209,1849294,185954,4,4,14,4,SOLO,MID
1818210,1849295,185954,5,421,11,4,NONE,JUNGLE
1818211,1849296,185954,6,236,4,7,DUO_CARRY,BOT
1818212,1849297,185954,7,245,14,4,SOLO,MID
1818213,1849298,185954,8,497,3,4,DUO_SUPPORT,BOT
1818214,1849299,185954,9,126,14,4,SOLO,TOP
1818215,1849300,185954,10,104,4,11,NONE,JUNGLE
1818216,1849301,185955,1,103,4,14,SOLO,MID
1818217,1849302,185955,2,40,4,3,DUO_SUPPORT,BOT
1818218,1849303,185955,3,29,7,4,DUO_CARRY,BOT
1818219,1849304,185955,4,3,12,4,SOLO,TOP
1818220,1849305,185955,5,20,11,4,NONE,JUNGLE
1818221,1849306,185955,6,39,12,4,SOLO,TOP
1818222,1849307,185955,7,236,7,4,DUO_CARRY,BOT
1818223,1849308,185955,8,64,11,4,NONE,JUNGLE
1818224,1849309,185955,9,26,4,21,SOLO,MID
1818225,1849310,185955,10,117,4,3,DUO_SUPPORT,BOT
1818226,1849311,185956,1,85,14,4,SOLO,MID
1818227,1849312,185956,2,98,3,4,DUO_SUPPORT,BOT
1818228,1849313,185956,3,236,7,4,DUO_CARRY,BOT
1818229,1849314,185956,4,19,4,11,NONE,JUNGLE
1818230,1849315,185956,5,50,4,14,SOLO,TOP
1818231,1849316,185956,6,41,4,12,SOLO,TOP
1818232,1849317,185956,7,64,11,4,NONE,JUNGLE
1818233,1849318,185956,8,119,4,7,DUO_CARRY,BOT
1818234,1849319,185956,9,163,4,6,SOLO,MID
1818235,1849320,185956,10,40,4,3,DUO_SUPPORT,BOT
1818236,1849321,185957,1,236,7,4,DUO_CARRY,BOT
1818237,1849322,185957,2,107,11,4,NONE,JUNGLE
1818238,1849323,185957,3,134,4,6,SOLO,MID
1818239,1849324,185957,4,83,4,12,SOLO,TOP
1818240,1849325,185957,5,40,3,4,DUO_SUPPORT,BOT
1818241,1849326,185957,6,16,4,3,DUO_SUPPORT,BOT
1818242,1849327,185957,7,223,12,4,SOLO,TOP
1818243,1849328,185957,8,103,4,14,SOLO,MID
1818244,1849329,185957,9,51,4,7,DUO_CARRY,BOT
1818245,1849330,185957,10,104,11,4,NONE,JUNGLE
1818246,1849331,185958,1,254,11,4,NONE,JUNGLE
1818247,1849332,185958,2,103,4,14,SOLO,MID
1818248,1849333,185958,3,37,4,14,DUO_SUPPORT,BOT
1818249,1849334,185958,4,85,12,4,SOLO,TOP
1818250,1849335,185958,5,81,7,4,DUO_CARRY,BOT
1818251,1849336,185958,6,498,7,4,DUO_CARRY,BOT
1818252,1849337,185958,7,39,12,4,SOLO,TOP
1818253,1849338,185958,8,38,4,12,SOLO,MID
1818254,1849339,185958,9,64,11,4,NONE,JUNGLE
1818255,1849340,185958,10,25,14,4,DUO_SUPPORT,BOT
1818256,1849341,185959,1,103,4,14,SOLO,MID
1818257,1849342,185959,2,40,4,3,DUO_SUPPORT,BOT
1818258,1849343,185959,3,120,6,11,NONE,JUNGLE
1818259,1849344,185959,4,122,12,4,SOLO,TOP
1818260,1849345,185959,5,119,4,7,DUO_CARRY,BOT
1818261,1849346,185959,6,38,4,12,SOLO,MID
1818262,1849347,185959,7,11,11,4,NONE,JUNGLE
1818263,1849348,185959,8,157,4,12,SOLO,TOP
1818264,1849349,185959,9,223,4,3,DUO,BOT
1818265,1849350,185959,10,51,7,4,DUO,BOT
1818266,1849351,185960,1,236,4,7,DUO_CARRY,BOT
1818267,1849352,185960,2,84,12,4,SOLO,TOP
1818268,1849353,185960,3,40,4,3,DUO_SUPPORT,BOT
1818269,1849354,185960,4,64,11,4,NONE,JUNGLE
1818270,1849355,185960,5,58,12,4,SOLO,MID
1818271,1849356,185960,6,427,11,4,NONE,JUNGLE
1818272,1849357,185960,7,150,4,12,SOLO,TOP
1818273,1849358,185960,8,497,3,4,DUO_SUPPORT,BOT
1818274,1849359,185960,9,157,3,4,SOLO,MID
1818275,1849360,185960,10,429,4,7,DUO_CARRY,BOT
1818276,1849361,185961,1,51,4,7,DUO_CARRY,BOT
1818277,1849362,185961,2,105,4,12,SOLO,TOP
1818278,1849363,185961,3,497,3,4,DUO_SUPPORT,BOT
1818279,1849364,185961,4,121,11,4,NONE,JUNGLE
1818280,1849365,185961,5,61,14,4,SOLO,MID
1818281,1849366,185961,6,150,4,12,SOLO,TOP
1818282,1849367,185961,7,64,4,11,NONE,JUNGLE
1818283,1849368,185961,8,498,4,7,DUO_CARRY,BOT
1818284,1849369,185961,9,40,4,3,DUO_SUPPORT,BOT
1818285,1849370,185961,10,245,12,4,SOLO,MID
1818286,1849371,185962,1,432,4,12,SOLO,TOP
1818287,1849372,185962,2,120,11,6,NONE,JUNGLE
1818288,1849373,185962,3,18,4,14,SOLO,MID
1818289,1849374,185962,4,103,4,7,DUO_CARRY,BOT
1818290,1849375,185962,5,43,4,3,DUO_SUPPORT,BOT
1818291,1849376,185962,6,114,4,12,SOLO,TOP
1818292,1849377,185962,7,57,3,4,DUO_SUPPORT,BOT
1818293,1849378,185962,8,121,11,4,NONE,JUNGLE
1818294,1849379,185962,9,222,4,7,DUO_CARRY,BOT
1818295,1849380,185962,10,1,4,12,SOLO,MID
1818296,1849381,185963,1,60,11,4,NONE,JUNGLE
1818297,1849382,185963,2,48,12,4,SOLO,TOP
1818298,1849383,185963,3,16,3,4,DUO_SUPPORT,BOT
1818299,1849384,185963,4,119,7,4,DUO_CARRY,BOT
1818300,1849385,185963,5,238,14,4,SOLO,MID
1818301,1849386,185963,6,429,4,21,SOLO,MID
1818302,1849387,185963,7,40,4,3,DUO_SUPPORT,BOT
1818303,1849388,185963,8,98,4,12,SOLO,TOP
1818304,1849389,185963,9,236,4,7,DUO_CARRY,BOT
1818305,1849390,185963,10,104,11,4,NONE,JUNGLE
1818306,1849391,185964,1,96,4,7,DUO_CARRY,BOT
1818307,1849392,185964,2,117,3,4,DUO_SUPPORT,BOT
1818308,1849393,185964,3,134,14,4,SOLO,MID
1818309,1849394,185964,4,60,4,11,NONE,JUNGLE
1818310,1849395,185964,5,58,12,4,SOLO,TOP
1818311,1849396,185964,6,62,12,4,SOLO,TOP
1818312,1849397,185964,7,245,4,14,SOLO,MID
1818313,1849398,185964,8,429,4,7,DUO_CARRY,BOT
1818314,1849399,185964,9,57,4,11,NONE,JUNGLE
1818315,1849400,185964,10,40,4,3,DUO_SUPPORT,BOT
1818316,1849401,185965,1,432,14,4,DUO_SUPPORT,BOT
1818317,1849402,185965,2,103,4,14,SOLO,MID
1818318,1849403,185965,3,18,4,7,DUO_CARRY,BOT
1818319,1849404,185965,4,56,11,4,NONE,JUNGLE
1818320,1849405,185965,5,14,4,12,SOLO,TOP
1818321,1849406,185965,6,51,4,7,DUO_CARRY,BOT
1818322,1849407,185965,7,122,4,12,SOLO,TOP
1818323,1849408,185965,8,43,4,3,DUO_SUPPORT,BOT
1818324,1849409,185965,9,35,11,14,NONE,JUNGLE
1818325,1849410,185965,10,61,1,4,SOLO,MID
1818326,1849411,185966,1,60,11,4,NONE,JUNGLE
1818327,1849412,185966,2,92,4,14,SOLO,TOP
1818328,1849413,185966,3,51,4,7,DUO_CARRY,BOT
1818329,1849414,185966,4,37,4,3,DUO_SUPPORT,BOT
1818330,1849415,185966,5,134,4,6,SOLO,MID
1818331,1849416,185966,6,104,4,11,NONE,JUNGLE
1818332,1849417,185966,7,222,4,7,DUO_CARRY,BOT
1818333,1849418,185966,8,91,4,12,SOLO,TOP
1818334,1849419,185966,9,103,4,14,SOLO,MID
1818335,1849420,185966,10,40,4,3,DUO_SUPPORT,BOT
1818336,1849421,185967,1,80,11,4,NONE,JUNGLE
1818337,1849422,185967,2,82,12,4,SOLO,TOP
1818338,1849423,185967,3,55,4,14,SOLO,MID
1818339,1849424,185967,4,53,4,3,DUO_SUPPORT,BOT
1818340,1849425,185967,5,67,4,7,DUO_CARRY,BOT
1818341,1849426,185967,6,236,7,4,DUO_CARRY,BOT
1818342,1849427,185967,7,40,4,3,DUO_SUPPORT,BOT
1818343,1849428,185967,8,150,12,4,SOLO,TOP
1818344,1849429,185967,9,103,4,14,SOLO,MID
1818345,1849430,185967,10,57,4,11,NONE,JUNGLE
1818346,1849431,185968,1,62,4,14,SOLO,MID
1818347,1849432,185968,2,40,4,3,DUO_SUPPORT,BOT
1818348,1849433,185968,3,10,4,12,SOLO,TOP
1818349,1849434,185968,4,498,4,7,DUO_CARRY,BOT
1818350,1849435,185968,5,28,11,4,NONE,JUNGLE
1818351,1849436,185968,6,58,4,14,SOLO,TOP
1818352,1849437,185968,7,34,12,4,SOLO,MID
1818353,1849438,185968,8,254,11,4,NONE,JUNGLE
1818354,1849439,185968,9,267,3,4,DUO_SUPPORT,BOT
1818355,1849440,185968,10,119,4,7,DUO_CARRY,BOT
1818356,1849441,185969,1,101,4,21,SOLO,MID
1818357,1849442,185969,2,498,7,4,DUO_CARRY,BOT
1818358,1849443,185969,3,113,4,11,NONE,JUNGLE
1818359,1849444,185969,4,10,12,4,SOLO,TOP
1818360,1849445,185969,5,40,4,3,DUO_SUPPORT,BOT
1818361,1849446,185969,6,63,14,4,DUO_SUPPORT,BOT
1818362,1849447,185969,7,3,4,21,SOLO,MID
1818363,1849448,185969,8,60,4,11,NONE,JUNGLE
1818364,1849449,185969,9,119,7,4,DUO_CARRY,BOT
1818365,1849450,185969,10,23,14,4,SOLO,TOP
1818366,1849451,185970,1,50,4,12,SOLO,TOP
1818367,1849452,185970,2,238,1,4,SOLO,MID
1818368,1849453,185970,3,104,11,4,NONE,JUNGLE
1818369,1849454,185970,4,40,4,3,DUO_SUPPORT,BOT
1818370,1849455,185970,5,51,4,7,DUO_CARRY,BOT
1818371,1849456,185970,6,1,4,3,SOLO,MID
1818372,1849457,185970,7,44,3,4,DUO_SUPPORT,BOT
1818373,1849458,185970,8,2,12,4,SOLO,TOP
1818374,1849459,185970,9,202,4,7,DUO_CARRY,BOT
1818375,1849460,185970,10,28,11,4,NONE,JUNGLE
1818376,1849461,185971,1,60,4,11,NONE,JUNGLE
1818377,1849462,185971,2,40,4,3,DUO_SUPPORT,BOT
1818378,1849463,185971,3,39,12,4,SOLO,TOP
1818379,1849464,185971,4,51,7,4,DUO_CARRY,BOT
1818380,1849465,185971,5,238,14,4,SOLO,MID
1818381,1849466,185971,6,429,7,4,DUO_CARRY,BOT
1818382,1849467,185971,7,420,4,12,SOLO,TOP
1818383,1849468,185971,8,43,3,4,DUO_SUPPORT,BOT
1818384,1849469,185971,9,69,4,1,SOLO,MID
1818385,1849470,185971,10,24,4,11,NONE,JUNGLE
1818386,1849471,185972,1,238,4,14,SOLO,MID
1818387,1849472,185972,2,40,4,3,DUO_SUPPORT,BOT
1818388,1849473,185972,3,427,11,4,NONE,JUNGLE
1818389,1849474,185972,4,30,4,12,SOLO,TOP
1818390,1849475,185972,5,236,7,4,DUO_CARRY,BOT
1818391,1849476,185972,6,29,4,7,DUO_CARRY,BOT
1818392,1849477,185972,7,2,6,11,NONE,JUNGLE
1818393,1849478,185972,8,103,4,14,SOLO,MID
1818394,1849479,185972,9,75,12,4,SOLO,TOP
1818395,1849480,185972,10,143,3,4,DUO_SUPPORT,BOT
1818396,1849481,185973,1,81,4,7,DUO_CARRY,BOT
1818397,1849482,185973,2,53,14,4,DUO_SUPPORT,BOT
1818398,1849483,185973,3,3,4,12,SOLO,TOP
1818399,1849484,185973,4,63,4,14,SOLO,MID
1818400,1849485,185973,5,5,11,4,NONE,JUNGLE
1818401,1849486,185973,6,79,11,4,NONE,JUNGLE
1818402,1849487,185973,7,122,4,12,SOLO,TOP
1818403,1849488,185973,8,412,4,14,DUO_SUPPORT,BOT
1818404,1849489,185973,9,30,4,3,SOLO,MID
1818405,1849490,185973,10,222,4,7,DUO_CARRY,BOT
1818406,1849491,185974,1,429,4,7,DUO_CARRY,BOT
1818407,1849492,185974,2,8,6,4,NONE,JUNGLE
1818408,1849493,185974,3,154,11,4,NONE,JUNGLE
1818409,1849494,185974,4,40,4,3,DUO_SUPPORT,BOT
1818410,1849495,185974,5,157,4,12,SOLO,TOP
1818411,1849496,185974,6,81,4,7,DUO_CARRY,BOT
1818412,1849497,185974,7,131,14,4,SOLO,MID
1818413,1849498,185974,8,161,14,4,DUO_SUPPORT,BOT
1818414,1849499,185974,9,24,4,12,SOLO,TOP
1818415,1849500,185974,10,19,11,4,NONE,JUNGLE
1818416,1849501,185975,1,134,3,4,SOLO,MID
1818417,1849502,185975,2,267,3,4,DUO_SUPPORT,BOT
1818418,1849503,185975,3,79,11,4,NONE,JUNGLE
1818419,1849504,185975,4,85,7,4,DUO_CARRY,BOT
1818420,1849505,185975,5,126,12,4,SOLO,TOP
1818421,1849506,185975,6,222,4,7,DUO_CARRY,BOT
1818422,1849507,185975,7,68,4,12,SOLO,TOP
1818423,1849508,185975,8,421,11,4,NONE,JUNGLE
1818424,1849509,185975,9,103,4,14,SOLO,MID
1818425,1849510,185975,10,40,4,3,DUO_SUPPORT,BOT
1818426,1849511,185976,1,40,4,3,DUO_SUPPORT,BOT
1818427,1849512,185976,2,121,11,4,NONE,JUNGLE
1818428,1849513,185976,3,122,4,12,SOLO,TOP
1818429,1849514,185976,4,4,6,4,SOLO,MID
1818430,1849515,185976,5,51,7,4,DUO_CARRY,BOT
1818431,1849516,185976,6,267,3,4,DUO_SUPPORT,BOT
1818432,1849517,185976,7,39,4,12,SOLO,TOP
1818433,1849518,185976,8,245,4,12,SOLO,MID
1818434,1849519,185976,9,64,11,4,NONE,JUNGLE
1818435,1849520,185976,10,18,4,7,DUO_CARRY,BOT
1818436,1849521,185977,1,60,4,11,NONE,JUNGLE
1818437,1849522,185977,2,412,4,3,DUO_SUPPORT,BOT
1818438,1849523,185977,3,238,14,4,SOLO,MID
1818439,1849524,185977,4,236,7,4,DUO_CARRY,BOT
1818440,1849525,185977,5,84,12,4,SOLO,TOP
1818441,1849526,185977,6,110,7,4,DUO_CARRY,BOT
1818442,1849527,185977,7,24,4,11,NONE,JUNGLE
1818443,1849528,185977,8,8,14,4,SOLO,MID
1818444,1849529,185977,9,38,12,4,SOLO,TOP
1818445,1849530,185977,10,40,4,3,DUO_SUPPORT,BOT
1818446,1849531,185978,1,64,4,11,NONE,JUNGLE
1818447,1849532,185978,2,40,4,3,DUO_SUPPORT,BOT
1818448,1849533,185978,3,98,4,12,SOLO,TOP
1818449,1849534,185978,4,103,4,14,SOLO,MID
1818450,1849535,185978,5,81,4,7,DUO_CARRY,BOT
1818451,1849536,185978,6,222,7,4,DUO_CARRY,BOT
1818452,1849537,185978,7,79,11,4,NONE,JUNGLE
1818453,1849538,185978,8,61,4,21,SOLO,MID
1818454,1849539,185978,9,412,4,3,DUO_SUPPORT,BOT
1818455,1849540,185978,10,23,14,4,SOLO,TOP
1818456,1849541,185979,1,64,11,4,NONE,JUNGLE
1818457,1849542,185979,2,61,4,7,SOLO,MID
1818458,1849543,185979,3,81,4,7,DUO_CARRY,BOT
1818459,1849544,185979,4,23,14,4,SOLO,TOP
1818460,1849545,185979,5,143,14,4,DUO_SUPPORT,BOT
1818461,1849546,185979,6,43,4,3,DUO_SUPPORT,BOT
1818462,1849547,185979,7,122,4,12,SOLO,TOP
1818463,1849548,185979,8,18,7,4,DUO_CARRY,BOT
1818464,1849549,185979,9,28,4,11,NONE,JUNGLE
1818465,1849550,185979,10,34,12,4,SOLO,MID
1818466,1849551,185980,1,40,4,3,DUO_SUPPORT,BOT
1818467,1849552,185980,2,28,14,11,NONE,JUNGLE
1818468,1849553,185980,3,114,12,4,SOLO,TOP
1818469,1849554,185980,4,105,4,14,SOLO,MID
1818470,1849555,185980,5,119,4,7,DUO_CARRY,BOT
1818471,1849556,185980,6,86,14,4,SOLO,TOP
1818472,1849557,185980,7,202,4,7,DUO_CARRY,BOT
1818473,1849558,185980,8,103,3,4,SOLO,MID
1818474,1849559,185980,9,30,3,4,DUO_SUPPORT,BOT
1818475,1849560,185980,10,80,11,4,NONE,JUNGLE
1818476,1849561,185981,1,61,4,21,SOLO,MID
1818477,1849562,185981,2,81,7,4,DUO_CARRY,BOT
1818478,1849563,185981,3,40,4,3,DUO_SUPPORT,BOT
1818479,1849564,185981,4,35,14,11,NONE,JUNGLE
1818480,1849565,185981,5,58,14,4,SOLO,TOP
1818481,1849566,185981,6,111,4,12,SOLO,TOP
1818482,1849567,185981,7,76,4,11,NONE,JUNGLE
1818483,1849568,185981,8,267,3,4,DUO_SUPPORT,BOT
1818484,1849569,185981,9,103,14,4,SOLO,MID
1818485,1849570,185981,10,21,4,7,DUO_CARRY,BOT
1818486,1849571,185982,1,111,4,11,NONE,JUNGLE
1818487,1849572,185982,2,81,4,7,DUO_CARRY,BOT
1818488,1849573,185982,3,58,4,12,SOLO,TOP
1818489,1849574,185982,4,245,4,12,NONE,JUNGLE
1818490,1849575,185982,5,40,4,3,DUO_SUPPORT,BOT
1818491,1849576,185982,6,19,6,11,NONE,JUNGLE
1818492,1849577,185982,7,163,6,4,SOLO,MID
1818493,1849578,185982,8,114,4,12,SOLO,TOP
1818494,1849579,185982,9,267,3,4,DUO_SUPPORT,BOT
1818495,1849580,185982,10,51,4,7,DUO_CARRY,BOT
1818496,1849581,185983,1,25,14,4,DUO_SUPPORT,BOT
1818497,1849582,185983,2,164,12,4,SOLO,TOP
1818498,1849583,185983,3,236,7,4,DUO_CARRY,BOT
1818499,1849584,185983,4,62,4,11,NONE,JUNGLE
1818500,1849585,185983,5,61,4,14,SOLO,MID
1818501,1849586,185983,6,126,4,12,SOLO,TOP
1818502,1849587,185983,7,11,6,11,NONE,JUNGLE
1818503,1849588,185983,8,81,4,7,DUO_CARRY,BOT
1818504,1849589,185983,9,82,4,14,SOLO,MID
1818505,1849590,185983,10,40,4,3,DUO_SUPPORT,BOT
1818506,1849591,185984,1,157,4,12,SOLO,TOP
1818507,1849592,185984,2,21,7,4,DUO_CARRY,BOT
1818508,1849593,185984,3,203,4,11,NONE,JUNGLE
1818509,1849594,185984,4,105,4,14,SOLO,MID
1818510,1849595,185984,5,40,4,3,DUO_SUPPORT,BOT
1818511,1849596,185984,6,1,6,4,SOLO,MID
1818512,1849597,185984,7,59,4,11,NONE,JUNGLE
1818513,1849598,185984,8,8,12,4,SOLO,TOP
1818514,1849599,185984,9,236,4,7,DUO_CARRY,BOT
1818515,1849600,185984,10,53,3,4,DUO_SUPPORT,BOT
1818516,1849601,185985,1,104,4,11,NONE,JUNGLE
1818517,1849602,185985,2,38,14,4,SOLO,MID
1818518,1849603,185985,3,267,3,4,DUO_SUPPORT,BOT
1818519,1849604,185985,4,81,7,4,DUO_CARRY,BOT
1818520,1849605,185985,5,238,14,4,SOLO,TOP
1818521,1849606,185985,6,84,12,4,SOLO,MID
1818522,1849607,185985,7,41,12,4,SOLO,TOP
1818523,1849608,185985,8,64,4,11,NONE,JUNGLE
1818524,1849609,185985,9,202,4,7,DUO_CARRY,BOT
1818525,1849610,185985,10,40,4,3,DUO_SUPPORT,BOT
1818526,1849611,185986,1,54,4,12,SOLO,MID
1818527,1849612,185986,2,134,14,4,SOLO,TOP
1818528,1849613,185986,3,107,11,4,NONE,JUNGLE
1818529,1849614,185986,4,40,4,3,DUO_SUPPORT,BOT
1818530,1849615,185986,5,51,7,4,DUO_CARRY,BOT
1818531,1849616,185986,6,81,7,4,DUO_CARRY,BOT
1818532,1849617,185986,7,53,4,3,DUO_SUPPORT,BOT
1818533,1849618,185986,8,17,4,14,SOLO,TOP
1818534,1849619,185986,9,64,11,4,NONE,JUNGLE
1818535,1849620,185986,10,105,4,14,NONE,JUNGLE
1818536,1849621,185987,1,40,4,3,DUO_SUPPORT,BOT
1818537,1849622,185987,2,119,7,4,DUO_CARRY,BOT
1818538,1849623,185987,3,59,4,11,NONE,JUNGLE
1818539,1849624,185987,4,23,4,14,SOLO,TOP
1818540,1849625,185987,5,69,3,4,SOLO,MID
1818541,1849626,185987,6,79,11,4,NONE,JUNGLE
1818542,1849627,185987,7,157,14,4,SOLO,MID
1818543,1849628,185987,8,122,4,12,SOLO,TOP
1818544,1849629,185987,9,110,4,7,DUO_CARRY,BOT
1818545,1849630,185987,10,53,4,3,DUO_SUPPORT,BOT
1818546,1849631,185988,1,157,4,14,SOLO,MID
1818547,1849632,185988,2,127,4,12,SOLO,TOP
1818548,1849633,185988,3,76,4,11,NONE,JUNGLE
1818549,1849634,185988,4,40,4,3,DUO_SUPPORT,BOT
1818550,1849635,185988,5,29,4,7,DUO_CARRY,BOT
1818551,1849636,185988,6,53,14,4,DUO_SUPPORT,BOT
1818552,1849637,185988,7,72,11,4,NONE,JUNGLE
1818553,1849638,185988,8,92,12,4,SOLO,TOP
1818554,1849639,185988,9,90,4,6,SOLO,MID
1818555,1849640,185988,10,18,7,4,DUO_CARRY,BOT
1818556,1849641,185989,1,99,4,14,SOLO,MID
1818557,1849642,185989,2,54,4,12,SOLO,TOP
1818558,1849643,185989,3,81,4,7,DUO_CARRY,BOT
1818559,1849644,185989,4,117,3,4,DUO_SUPPORT,BOT
1818560,1849645,185989,5,427,4,11,NONE,JUNGLE
1818561,1849646,185989,6,35,14,11,NONE,JUNGLE
1818562,1849647,185989,7,122,4,12,SOLO,TOP
1818563,1849648,185989,8,40,4,3,DUO_SUPPORT,BOT
1818564,1849649,185989,9,61,21,4,SOLO,MID
1818565,1849650,185989,10,222,4,7,DUO_CARRY,BOT
1818566,1849651,185990,1,61,6,4,SOLO,MID
1818567,1849652,185990,2,236,4,7,DUO_CARRY,BOT
1818568,1849653,185990,3,64,11,4,NONE,JUNGLE
1818569,1849654,185990,4,98,4,12,SOLO,TOP
1818570,1849655,185990,5,43,4,14,DUO_SUPPORT,BOT
1818571,1849656,185990,6,40,4,3,DUO_SUPPORT,BOT
1818572,1849657,185990,7,15,4,7,DUO_CARRY,BOT
1818573,1849658,185990,8,3,12,4,SOLO,TOP
1818574,1849659,185990,9,254,4,11,NONE,JUNGLE
1818575,1849660,185990,10,103,4,14,SOLO,MID
1818576,1849661,185991,1,62,12,4,SOLO,TOP
1818577,1849662,185991,2,105,14,4,SOLO,MID
1818578,1849663,185991,3,67,7,4,DUO_CARRY,BOT
1818579,1849664,185991,4,40,4,3,DUO_SUPPORT,BOT
1818580,1849665,185991,5,9,11,4,NONE,JUNGLE
1818581,1849666,185991,6,76,4,11,NONE,JUNGLE
1818582,1849667,185991,7,89,4,3,DUO_SUPPORT,BOT
1818583,1849668,185991,8,114,12,4,SOLO,TOP
1818584,1849669,185991,9,15,4,7,DUO_CARRY,BOT
1818585,1849670,185991,10,103,4,14,SOLO,MID
1818586,1849671,185992,1,61,4,14,SOLO,MID
