,id,gameid,platformid,queueid,seasonid,duration,creation,version
139189,142701,2422230140,NA1,9,8,1692,1486838170678,7.3.175.271
139190,142702,2422219744,NA1,9,8,1578,1486836220365,7.3.175.271
139191,142703,2422181605,NA1,9,8,1256,1486834489039,7.3.175.271
139192,142704,2422086744,NA1,9,8,942,1486823612830,7.3.175.271
139193,142705,2420793088,NA1,420,8,2425,1486699423058,7.3.175.271
139194,142706,2419077708,NA1,9,8,946,1486523325437,7.2.174.829
139195,142707,2418989305,NA1,440,8,2344,1486517820967,7.2.174.829
139196,142708,2419010393,NA1,440,8,1999,1486515105687,7.2.174.829
139197,142709,2418922773,NA1,9,8,1623,1486510227573,7.2.174.829
139198,142710,2418868531,NA1,9,8,1363,1486507372189,7.2.174.829
139199,142711,2417391777,NA1,420,8,2504,1486326130532,7.2.174.829
139200,142712,2417346053,NA1,420,8,1701,1486323755075,7.2.174.829
139201,142713,2417341429,NA1,420,8,1415,1486321525212,7.2.174.829
139202,142714,2417286672,NA1,420,8,2121,1486318851170,7.2.174.829
139203,142715,2417272645,NA1,420,8,2373,1486315847418,7.2.174.829
139204,142716,2417207445,NA1,420,8,1945,1486310312503,7.2.174.829
139205,142717,2415205709,NA1,440,8,2375,1486092520727,7.2.174.829
139206,142718,2415132726,NA1,9,8,2467,1486089192004,7.2.174.829
139207,142719,2414299796,NA1,9,8,1711,1485998213689,7.2.174.829
139208,142720,2414130070,NA1,9,8,1838,1485980651178,7.2.174.829
139209,142721,2413784933,NA1,9,8,2346,1485919398381,7.2.174.829
139210,142722,2413745224,NA1,9,8,2324,1485916686573,7.2.174.829
139211,142723,2413002975,NA1,9,8,1468,1485836864329,7.2.174.829
139212,142724,2412913182,NA1,440,8,2280,1485829583650,7.2.174.829
139213,142725,2412863997,NA1,440,8,2621,1485826036598,7.2.174.829
139214,142726,2412787721,NA1,9,8,1547,1485821817961,7.2.174.829
139215,142727,2412631151,NA1,440,8,3047,1485796712111,7.2.174.829
139216,142728,2411768628,NA1,9,8,2537,1485725072583,7.2.174.829
139217,142729,2411765203,NA1,9,8,1687,1485723027437,7.2.174.829
139218,142730,2411042988,NA1,440,8,1739,1485639576356,7.2.174.829
139219,142731,2410916097,NA1,9,8,2054,1485628668936,7.2.174.829
139220,142732,2408799242,NA1,9,8,960,1485403941309,7.2.173.3544
139221,142733,2407912444,NA1,9,8,1396,1485314777497,7.1.172.6393
139222,142734,2407866397,NA1,9,8,1373,1485312915973,7.1.172.6393
139223,142735,2407755927,NA1,9,8,1518,1485302400845,7.1.172.6393
139224,142736,2407266559,NA1,440,8,2187,1485229328775,7.1.172.6393
139225,142737,2407230660,NA1,440,8,2278,1485226397051,7.1.172.6393
139226,142738,2405049799,NA1,440,8,1494,1485025686635,7.1.172.6393
139227,142739,2405013994,NA1,440,8,2099,1485022874687,7.1.172.6393
139228,142740,2404316725,NA1,420,8,1955,1484953518739,7.1.172.6393
139229,142741,2404313154,NA1,420,8,1397,1484951529414,7.1.172.6393
139230,142742,2403764254,NA1,9,8,1649,1484885055054,7.1.172.6393
139231,142743,2402146247,NA1,9,8,1606,1484694984508,7.1.172.6393
139232,142744,2402153519,NA1,9,8,915,1484693727645,7.1.172.6393
139233,142745,2402141716,NA1,9,8,1259,1484691903391,7.1.172.6393
139234,142746,2401662321,NA1,440,8,1488,1484616108984,7.1.171.6847
139235,142747,2401616351,NA1,440,8,1343,1484613998193,7.1.171.6847
139236,142748,2400447188,NA1,9,8,2097,1484516474076,7.1.171.6847
139237,142749,2399357377,NA1,9,8,1628,1484429454301,7.1.171.6847
139238,142750,2399354642,NA1,9,8,1129,1484428009013,7.1.171.6847
139239,142751,2399350829,NA1,9,8,2013,1484425634309,7.1.171.6847
139240,142752,2399334615,NA1,9,8,1362,1484423690850,7.1.171.6847
139241,142753,2399216699,NA1,440,8,1725,1484411199347,7.1.171.6847
139242,142754,2399215875,NA1,440,8,194,1484410375202,7.1.171.6847
139243,142755,2399222516,NA1,9,8,1420,1484407588567,7.1.171.6847
139244,142756,2399202941,NA1,9,8,1535,1484405539703,7.1.171.6847
139245,142757,2399219980,NA1,9,8,1257,1484403640879,7.1.171.6847
139246,142758,2398678658,NA1,440,8,1712,1484348285913,7.1.171.6847
139247,142759,2398664021,NA1,440,8,2487,1484345406014,7.1.171.6847
139248,142760,2398628729,NA1,440,8,2511,1484342242959,7.1.171.6847
139249,142761,2398041411,NA1,440,8,1849,1484279733313,7.1.171.6847
139250,142762,2397985292,NA1,440,8,2028,1484277135815,7.1.171.6847
139251,142763,2397990603,NA1,440,8,1016,1484275262543,7.1.171.6847
139252,142764,2397954840,NA1,440,8,1729,1484272922226,7.1.171.6847
139253,142765,2397759172,NA1,9,8,979,1484258601671,7.1.171.6847
139254,142766,2397301133,NA1,440,8,2045,1484176199304,7.1.171.6847
139255,142767,2393783210,NA1,9,8,1907,1483825963580,6.24.169.4424
139256,142768,2393780538,NA1,9,8,1021,1483824326696,6.24.169.4424
139257,142769,2393717774,NA1,9,8,1454,1483822478186,6.24.169.4424
139258,142770,2393694000,NA1,9,8,1776,1483820381838,6.24.169.4424
139259,142771,2393650933,NA1,420,8,2116,1483813349259,6.24.169.4424
139260,142772,2393606535,NA1,420,8,2480,1483810303058,6.24.169.4424
139261,142773,2392894402,NA1,420,8,1698,1483745039913,6.24.169.4424
139262,142774,2392890483,NA1,420,8,1438,1483742925197,6.24.169.4424
139263,142775,2392775104,NA1,440,8,2027,1483739956852,6.24.169.4424
139264,142776,2392770449,NA1,440,8,2021,1483737364208,6.24.169.4424
139265,142777,2392300155,NA1,440,8,2011,1483672869527,6.24.169.4424
139266,142778,2392281648,NA1,440,8,1803,1483670579812,6.24.169.4424
139267,142779,2392029654,NA1,9,8,850,1483651992798,6.24.169.4424
139268,142780,2391684662,NA1,9,8,2524,1483589097142,6.24.169.4424
139269,142781,2391636797,NA1,9,8,1586,1483587099182,6.24.169.4424
139270,142782,2391424479,NA1,9,8,1833,1483576058327,6.24.169.4424
139271,142783,2391354667,NA1,9,8,1396,1483572287490,6.24.169.4424
139272,142784,2391361036,NA1,9,8,1542,1483570422448,6.24.169.4424
139273,142785,2391302196,NA1,9,8,784,1483568944511,6.24.169.4424
139274,142786,2390575206,NA1,440,8,211,1483490300444,6.24.169.4424
139275,142787,2390537891,NA1,440,8,1997,1483487825842,6.24.169.4424
139276,142788,2389368552,NA1,420,8,2030,1483383576443,6.24.169.4424
139277,142789,2389355402,NA1,420,8,2261,1483380774678,6.24.169.4424
139278,142790,2389038119,NA1,9,8,1217,1483334482401,6.24.169.4424
139279,142791,2389034098,NA1,9,8,1295,1483332755177,6.24.169.4424
139280,142792,2388973594,NA1,9,8,2351,1483327992045,6.24.169.4424
139281,142793,2388970666,NA1,9,8,914,1483326658609,6.24.169.4424
139282,142794,2388940919,NA1,440,8,1915,1483324458803,6.24.169.4424
139283,142795,2388875416,NA1,440,8,2050,1483321896003,6.24.169.4424
139284,142796,2388846586,NA1,440,8,1478,1483319061646,6.24.169.4424
139285,142797,2388822449,NA1,440,8,2134,1483316389110,6.24.169.4424
139286,142798,2388768120,NA1,440,8,1380,1483314378557,6.24.169.4424
139287,142799,2379909820,NA1,440,8,2294,1482438786911,6.24.169.4424
139288,142800,2379836599,NA1,440,8,2133,1482436025050,6.24.169.4424
139289,142801,2379852079,NA1,440,8,1283,1482433854116,6.24.169.4424
139290,142802,2379799509,NA1,440,8,1454,1482431896106,6.24.169.4424
139291,142803,2379796742,NA1,440,8,1509,1482429647740,6.24.169.4424
139292,142804,2379759364,NA1,9,8,1585,1482425351230,6.24.169.4424
139293,142805,2379231634,NA1,440,8,1971,1482360403833,6.24.169.4424
139294,142806,2379155257,NA1,440,8,2162,1482357728419,6.24.169.4424
139295,142807,2377747117,NA1,440,8,3418,1482204539312,6.24.169.4424
139296,142808,2377078387,NA1,9,8,1840,1482168145985,6.24.169.4424
139297,142809,2373121861,NA1,9,8,1139,1481769573720,6.24.169.4424
139298,142810,2372920777,NA1,9,8,1389,1481751632666,6.24.169.4424
139299,142811,2371045647,NA1,9,8,2290,1481583650096,6.24.168.1268
139300,142812,2371032057,NA1,9,8,1909,1481579371799,6.24.168.1268
139301,142813,2370925625,NA1,9,8,1453,1481568298217,6.24.168.1268
139302,142814,2370905269,NA1,9,8,1964,1481563022648,6.24.168.1268
139303,142815,2370868669,NA1,9,8,1604,1481560757084,6.24.168.1268
139304,142816,2370506987,NA1,9,8,1680,1481507004704,6.24.168.1268
139305,142817,2370491378,NA1,9,8,2242,1481504270809,6.24.168.1268
139306,142818,2368414080,NA1,9,8,2599,1481324292335,6.24.168.1268
139307,142819,2368412003,NA1,9,8,937,1481323004631,6.24.168.1268
139308,142820,2367663354,NA1,9,8,1918,1481253010324,6.24.168.1268
139309,142821,2367618859,NA1,9,8,1368,1481251184554,6.24.168.1268
139310,142822,2367595546,NA1,9,8,1974,1481248641626,6.24.168.1268
139311,142823,2366853425,NA1,9,8,2077,1481151697146,6.24.168.1268
139312,142824,2366841804,NA1,9,8,1144,1481149629716,6.24.168.1268
139313,142825,2366788875,NA1,9,8,1520,1481147467412,6.24.168.1268
139314,142826,2366088716,NA1,9,8,2483,1481085259604,6.23.166.2676
139315,142827,2366121257,NA1,9,8,1149,1481083663686,6.23.166.2676
139316,142828,2365508943,NA1,9,8,1354,1481034143685,6.23.166.2676
139317,142829,2364172173,NA1,9,8,1835,1480888963068,6.23.166.2676
139318,142830,2364109596,NA1,9,8,1056,1480887410497,6.23.166.2676
139319,142831,2364105379,NA1,9,8,1089,1480885888456,6.23.166.2676
139320,142832,2363355882,NA1,9,8,2061,1480808044673,6.23.166.2676
139321,142833,2363048341,NA1,9,8,1011,1480777860592,6.23.166.2676
139322,142834,2363039658,NA1,9,8,1222,1480776263745,6.23.166.2676
139323,142835,2363045366,NA1,9,8,1630,1480774230213,6.23.166.2676
139324,142836,2358908177,NA1,9,8,2472,1480309805455,6.23.166.2676
139325,142837,2358887372,NA1,9,8,1789,1480307257287,6.23.166.2676
139326,142838,2358553840,NA1,9,8,927,1480282897764,6.23.166.2676
139327,142839,2358534715,NA1,9,8,1621,1480280580783,6.23.166.2676
139328,142840,2353138590,NA1,9,8,1757,1479766372973,6.22.165.9605
139329,142841,2350281120,NA1,9,8,1071,1479509808544,6.22.165.9605
139330,142842,2350227879,NA1,9,8,1191,1479508227507,6.22.165.9605
139331,142843,2350235625,NA1,9,8,1255,1479506592748,6.22.165.9605
139332,142844,2348388598,NA1,9,8,2309,1479334439858,6.22.165.9605
139333,142845,2348386182,NA1,9,8,1273,1479332677173,6.22.165.9605
139334,142846,2348382132,NA1,9,8,1738,1479329069036,6.22.165.9605
139335,142847,2348332094,NA1,9,8,1421,1479327193842,6.22.165.9605
139336,142848,2348286452,NA1,9,8,2310,1479321716213,6.22.165.9605
139337,142849,2348285039,NA1,9,8,1629,1479319445383,6.22.165.9605
139338,142850,2348292669,NA1,9,8,1009,1479318043028,6.22.165.9605
139339,142851,2345930219,NA1,440,8,2046,1479069075202,6.22.165.3566
139340,142852,2344622686,NA1,9,8,1380,1478961426361,6.22.165.3566
139341,142853,2344613946,NA1,9,8,1640,1478959062961,6.22.165.3566
139342,142854,2343657145,NA1,9,8,1619,1478897252087,6.22.165.3566
139343,142855,2342703351,NA1,9,8,1544,1478815479285,6.22.165.583
139941,143453,2505272446,NA1,420,8,1986,1495339154419,7.10.187.9675
139942,143454,2505207285,NA1,420,8,1934,1495336591034,7.10.187.9675
139943,143455,2505147919,NA1,420,8,1623,1495332313488,7.10.187.9675
139944,143456,2504127174,NA1,420,8,1793,1495239385197,7.10.187.9675
139945,143457,2504065538,NA1,420,8,2091,1495232249093,7.10.187.9675
139946,143458,2504062329,NA1,420,8,1460,1495230248199,7.10.187.9675
139947,143459,2504025729,NA1,420,8,1692,1495226351964,7.10.187.9675
139948,143460,2503248092,NA1,420,8,2895,1495147766184,7.10.187.9675
139949,143461,2503245039,NA1,420,8,1399,1495145886386,7.10.187.9675
139950,143462,2503189269,NA1,420,8,1779,1495142130405,7.10.187.9675
139951,143463,2503166007,NA1,420,8,2302,1495139372094,7.10.187.9675
139952,143464,2503181980,NA1,420,8,2022,1495136830353,7.10.187.9675
139953,143465,2502807929,NA1,420,8,1620,1495069388085,7.10.187.9675
139954,143466,2502796387,NA1,420,8,197,1495068653999,7.10.187.9675
139955,143467,2502801661,NA1,420,8,1880,1495066294075,7.10.187.9675
139956,143468,2502737898,NA1,420,8,1343,1495064349385,7.10.187.9675
139957,143469,2501717264,NA1,420,8,1727,1494984663602,7.9.186.8155
139958,143470,2501701837,NA1,420,8,1781,1494982321703,7.9.186.8155
139959,143471,2501664845,NA1,420,8,2335,1494979296425,7.9.186.8155
139960,143472,2501606962,NA1,420,8,1882,1494974840911,7.9.186.8155
139961,143473,2501601384,NA1,420,8,1657,1494971457820,7.9.186.8155
139962,143474,2501548097,NA1,420,8,1656,1494969292912,7.9.186.8155
139963,143475,2501062243,NA1,420,8,1214,1494887017859,7.9.186.8155
139964,143476,2501008201,NA1,420,8,1670,1494884626314,7.9.186.8155
139965,143477,2501014714,NA1,420,8,1548,1494882472343,7.9.186.8155
139966,143478,2501013655,NA1,420,8,204,1494881766343,7.9.186.8155
139967,143479,2500181195,NA1,420,8,1964,1494798324776,7.9.186.8155
139968,143480,2500123364,NA1,420,8,2055,1494793892798,7.9.186.8155
139969,143481,2500069359,NA1,420,8,1603,1494791725462,7.9.186.8155
139970,143482,2500074701,NA1,420,8,2156,1494789164805,7.9.186.8155
139971,143483,2499733249,NA1,420,8,1476,1494733515098,7.9.186.8155
139972,143484,2499687588,NA1,420,8,1461,1494731442010,7.9.186.8155
139973,143485,2499636555,NA1,420,8,2316,1494727058014,7.9.186.8155
139974,143486,2499231463,NA1,420,8,1580,1494715083172,7.9.186.8155
139975,143487,2498506372,NA1,420,8,1940,1494626051882,7.9.186.8155
139976,143488,2498493877,NA1,420,8,1329,1494624236105,7.9.186.8155
139977,143489,2498480693,NA1,420,8,1746,1494622037111,7.9.186.8155
139978,143490,2497718301,NA1,420,8,2042,1494548787687,7.9.186.8155
139979,143491,2497676523,NA1,420,8,1841,1494543069679,7.9.186.8155
139980,143492,2497673258,NA1,420,8,1309,1494541311921,7.9.186.8155
139981,143493,2497578447,NA1,420,8,1059,1494531182788,7.9.186.8155
139982,143494,2497585265,NA1,420,8,1455,1494528788971,7.9.186.8155
139983,143495,2497563389,NA1,420,8,2074,1494526071932,7.9.186.8155
139984,143496,2497570852,NA1,420,8,1721,1494523302832,7.9.186.8155
139985,143497,2497518576,NA1,420,8,1586,1494520526605,7.9.186.8155
139986,143498,2497507529,NA1,420,8,1198,1494518797919,7.9.186.8155
139987,143499,2497525716,NA1,420,8,1708,1494516639513,7.9.186.8155
139988,143500,2497503662,NA1,420,8,1848,1494511667637,7.9.186.8155
139989,143501,2496540531,NA1,420,8,1669,1494388571864,7.9.186.8155
139990,143502,2495654111,NA1,420,8,1506,1494300088362,7.9.186.8155
139991,143503,2493473709,NA1,420,8,1480,1494083541258,7.9.186.8155
139992,143504,2492062740,NA1,420,8,2184,1493946581848,7.9.186.1051
139993,143505,2492024223,NA1,420,8,1639,1493944307629,7.9.186.1051
139994,143506,2491984177,NA1,420,8,2086,1493941512442,7.9.186.1051
139995,143507,2491936246,NA1,420,8,1446,1493939168457,7.9.186.1051
139996,143508,2491743717,NA1,420,8,1840,1493931218801,7.9.186.1051
139997,143509,2491214930,NA1,420,8,1362,1493863702457,7.9.186.1051
139998,143510,2491159548,NA1,420,8,1921,1493861248648,7.9.186.1051
139999,143511,2491053250,NA1,420,8,2380,1493846626284,7.9.186.1051
140000,143512,2490386230,NA1,420,8,1836,1493775711943,7.8.184.113
140001,143513,2490351857,NA1,420,8,1519,1493773669439,7.8.184.113
140002,143514,2490272501,NA1,420,8,1682,1493769553550,7.8.184.113
140003,143515,2490047932,NA1,420,8,1667,1493767370344,7.8.184.113
140004,143516,2489928541,NA1,420,8,1981,1493762006718,7.8.184.113
140005,143517,2488593768,NA1,420,8,1304,1493594133036,7.8.184.113
140006,143518,2488538237,NA1,420,8,1992,1493591558455,7.8.184.113
140007,143519,2488457496,NA1,420,8,2122,1493586221941,7.8.184.113
140008,143520,2487899463,NA1,420,8,1361,1493514410095,7.8.184.113
140009,143521,2487902546,NA1,420,8,2447,1493511317097,7.8.184.113
140010,143522,2487388138,NA1,420,8,2012,1493493022570,7.8.184.113
140011,143523,2487372823,NA1,420,8,2350,1493489909216,7.8.184.113
140012,143524,2487348368,NA1,420,8,2122,1493487267327,7.8.184.113
140013,143525,2487345087,NA1,420,8,1691,1493485019628,7.8.184.113
140014,143526,2486963919,NA1,420,8,1922,1493431623730,7.8.184.113
140015,143527,2486928419,NA1,420,8,1738,1493429242766,7.8.184.113
140016,143528,2486923393,NA1,420,8,1396,1493426942924,7.8.184.113
140017,143529,2486868721,NA1,420,8,1715,1493424665623,7.8.184.113
140018,143530,2486738394,NA1,420,8,1938,1493412446753,7.8.184.113
140019,143531,2486734933,NA1,420,8,1852,1493409880554,7.8.184.113
140020,143532,2486742255,NA1,420,8,1218,1493407681231,7.8.184.113
140021,143533,2486689461,NA1,420,8,2026,1493405192748,7.8.184.113
140022,143534,2486686727,NA1,420,8,1229,1493402336447,7.8.184.113
140023,143535,2486684811,NA1,420,8,1490,1493400249040,7.8.184.113
140024,143536,2486581932,NA1,420,8,521,1493359246033,7.8.184.113
140025,143537,2485705544,NA1,440,8,1841,1493272928818,7.8.184.113
140026,143538,2485679371,NA1,420,8,1509,1493269082851,7.8.184.113
140027,143539,2485645668,NA1,420,8,1583,1493267022639,7.8.184.113
140028,143540,2482160070,NA1,420,8,2490,1492908457101,7.8.184.113
140029,143541,2482004378,NA1,420,8,1347,1492905815621,7.8.184.113
140030,143542,2481705978,NA1,420,8,1941,1492896146712,7.8.184.113
140031,143543,2481517426,NA1,420,8,1936,1492878948329,7.8.184.113
140032,143544,2481513748,NA1,420,8,2685,1492875756809,7.8.184.113
140033,143545,2481531011,NA1,420,8,1209,1492874030280,7.8.184.113
140034,143546,2481244731,NA1,440,8,2358,1492834081106,7.8.184.113
140035,143547,2481136633,NA1,420,8,2253,1492826861527,7.8.184.113
140036,143548,2481142041,NA1,420,8,1393,1492824861048,7.8.184.113
140037,143549,2481084661,NA1,420,8,2025,1492821425938,7.8.184.113
140038,143550,2481009511,NA1,420,8,1999,1492818850627,7.8.184.113
140039,143551,2480289975,NA1,420,8,1948,1492743262549,7.8.184.113
140040,143552,2480167896,NA1,420,8,2342,1492737757121,7.8.184.113
140041,143553,2478385771,NA1,440,8,1727,1492566384306,7.7.183.8394
140042,143554,2478327521,NA1,440,8,1774,1492562751222,7.7.183.8394
140043,143555,2477579079,NA1,440,8,2384,1492484703812,7.7.183.8394
140044,143556,2477009319,NA1,440,8,1803,1492400902607,7.7.183.8394
140045,143557,2477003645,NA1,440,8,1851,1492398375727,7.7.183.8394
140046,143558,2476954802,NA1,420,8,1516,1492394883042,7.7.183.8394
140047,143559,2476878850,NA1,420,8,1595,1492392414661,7.7.183.8394
140048,143560,2475754652,NA1,440,8,1749,1492283401222,7.7.183.8394
140049,143561,2474996090,NA1,420,8,2090,1492217583605,7.7.183.8394
140050,143562,2474936831,NA1,420,8,1810,1492212678896,7.7.183.8394
140051,143563,2474912980,NA1,420,8,1220,1492210101917,7.7.183.8394
140052,143564,2474877789,NA1,440,8,1894,1492207622351,7.7.183.8394
140053,143565,2474804989,NA1,420,8,1514,1492199542856,7.7.183.8394
140054,143566,2474820568,NA1,420,8,1767,1492197062602,7.7.183.8394
140055,143567,2474477722,NA1,440,8,1860,1492142483838,7.7.183.8394
140056,143568,2473563484,NA1,440,8,2419,1492049727923,7.7.182.1428
140057,143569,2472549920,NA1,420,8,1541,1491943945681,7.7.182.1428
140058,143570,2472516000,NA1,420,8,1764,1491941558491,7.7.182.1428
140059,143571,2472430943,NA1,420,8,1496,1491924911732,7.7.182.1428
140060,143572,2469372982,NA1,420,8,1585,1491577963496,7.7.182.1428
140061,143573,2468854906,NA1,420,8,1635,1491532973094,7.7.182.1428
140062,143574,2468850721,NA1,420,8,1243,1491531105778,7.7.182.1428
140063,143575,2468803315,NA1,420,8,913,1491527781344,7.7.182.1428
140064,143576,2468343612,NA1,440,8,1484,1491448383688,7.7.182.1428
140065,143577,2468298017,NA1,440,8,1985,1491445748997,7.7.182.1428
140066,143578,2468242897,NA1,420,8,2121,1491438825012,7.7.182.1428
140067,143579,2465087219,NA1,420,8,1954,1491096283732,7.6.181.2079
140068,143580,2465100187,NA1,420,8,1582,1491093185550,7.6.181.2079
140069,143581,2463617118,NA1,440,8,1849,1490928146899,7.6.181.2079
140070,143582,2463611201,NA1,440,8,1821,1490925498502,7.6.181.2079
140071,143583,2463553766,NA1,440,8,2055,1490922166873,7.6.181.2079
140072,143584,2463208361,NA1,420,8,1728,1490860679531,7.6.181.2079
140073,143585,2463216111,NA1,420,8,1800,1490858175829,7.6.181.2079
140074,143586,2461917888,NA1,420,8,2178,1490726237136,7.6.181.2079
140075,143587,2461857246,NA1,420,8,2170,1490710895848,7.6.181.2079
140076,143588,2459770371,NA1,420,8,1595,1490490959291,7.6.181.2079
140077,143589,2457253680,NA1,420,8,1902,1490223191539,7.6.180.6903
140078,143590,2457240013,NA1,420,8,1703,1490220860302,7.6.180.6903
140079,143591,2457195952,NA1,420,8,1856,1490218467306,7.6.180.6903
140080,143592,2457194417,NA1,420,8,198,1490217459000,7.6.180.6903
140081,143593,2457211638,NA1,420,8,1424,1490215539305,7.6.180.6903
140082,143594,2452515969,NA1,420,8,1940,1489718542993,7.5.178.6844
140083,143595,2452529856,NA1,420,8,1938,1489715980406,7.5.178.6844
140084,143596,2452094192,NA1,420,8,2405,1489641365671,7.5.178.6844
140085,143597,2452080038,NA1,420,8,1866,1489638924787,7.5.178.6844
140086,143598,2451113512,NA1,420,8,1884,1489547907774,7.5.178.6844
140087,143599,2451066298,NA1,420,8,1994,1489544905657,7.5.178.6844
140088,143600,2450161203,NA1,440,8,2112,1489459464531,7.5.178.6844
140089,143601,2450123796,NA1,420,8,1453,1489456886168,7.5.178.6844
140090,143602,2450078044,NA1,420,8,1896,1489454392600,7.5.178.6844
140091,143603,2449915634,NA1,420,8,1147,1489437783072,7.5.178.6844
140092,143604,2449911446,NA1,420,8,1981,1489434934386,7.5.178.6844
140093,143605,2449889923,NA1,420,8,1213,1489433143083,7.5.178.6844
140094,143606,2449812708,NA1,420,8,202,1489418629375,7.5.178.6844
140095,143607,2449802564,NA1,420,8,196,1489417863874,7.5.178.6844
140096,143608,2448662231,NA1,440,8,1895,1489294891495,7.5.178.6844
140097,143609,2448606486,NA1,440,8,1756,1489292449374,7.5.178.6844
140098,143610,2446613741,NA1,420,8,1660,1489109011988,7.5.178.6844
140099,143611,2444899540,NA1,420,8,1638,1488874428951,7.4.178.5050
140100,143612,2444898050,NA1,420,8,1581,1488872323341,7.4.178.5050
140101,143613,2444915020,NA1,420,8,1232,1488870596173,7.4.178.5050
140102,143614,2444912462,NA1,420,8,2000,1488868022126,7.4.178.5050
140103,143615,2444804526,NA1,420,8,2171,1488861095188,7.4.178.5050
140104,143616,2443898549,NA1,420,8,1774,1488782286599,7.4.178.5050
140105,143617,2443924256,NA1,420,8,2060,1488779707508,7.4.178.5050
140106,143618,2443921837,NA1,420,8,1366,1488777875891,7.4.178.5050
140107,143619,2443189346,NA1,420,8,1727,1488727238799,7.4.178.5050
140108,143620,2443169328,NA1,420,8,1840,1488724970605,7.4.178.5050
140109,143621,2442977961,NA1,420,8,2313,1488693279168,7.4.178.5050
140110,143622,2442953097,NA1,420,8,1528,1488689697646,7.4.178.5050
140111,143623,2442847527,NA1,420,8,2474,1488686552705,7.4.178.5050
140112,143624,2442779731,NA1,420,8,2221,1488682814153,7.4.178.5050
140113,143625,2441272800,NA1,420,8,1024,1488558625468,7.4.178.5050
140114,143626,2439522166,NA1,440,8,1511,1488349573868,7.4.176.9828
140115,143627,2439453698,NA1,440,8,1478,1488344554294,7.4.176.9828
140116,143628,2439378684,NA1,440,8,2034,1488341931610,7.4.176.9828
140117,143629,2439339120,NA1,420,8,1905,1488337841194,7.4.176.9828
140118,143630,2439331420,NA1,420,8,1612,1488334457078,7.4.176.9828
140119,143631,2439285928,NA1,420,8,1545,1488331998247,7.4.176.9828
140120,143632,2439281517,NA1,420,8,1641,1488329962955,7.4.176.9828
140121,143633,2439237761,NA1,420,8,1347,1488328128860,7.4.176.9828
140122,143634,2438890373,NA1,420,8,1773,1488258954467,7.4.176.9828
140123,143635,2437931449,NA1,420,8,2177,1488179671118,7.4.176.9828
140124,143636,2437829518,NA1,420,8,1890,1488177318371,7.4.176.9828
140125,143637,2437826375,NA1,420,8,2224,1488174700734,7.4.176.9828
140126,143638,2436672455,NA1,420,8,1429,1488081565192,7.4.176.9828
140127,143639,2435447799,NA1,420,8,1508,1488004228684,7.4.176.9828
140128,143640,2435444929,NA1,420,8,1252,1488002435871,7.4.176.9828
140129,143641,2434328113,NA1,420,8,1057,1487914557074,7.4.176.9828
140130,143642,2434323675,NA1,420,8,1648,1487912483474,7.4.176.9828
140131,143643,2434307318,NA1,420,8,1949,1487909973863,7.4.176.9828
140132,143644,2434240635,NA1,420,8,1612,1487903399293,7.4.176.9828
140133,143645,2434184616,NA1,420,8,1224,1487900996797,7.4.176.9828
140134,143646,2433491358,NA1,440,8,2771,1487828962221,7.3.175.271
140135,143647,2433375886,NA1,440,8,2401,1487826022950,7.3.175.271
140136,143648,2433134156,NA1,420,8,2167,1487818171306,7.3.175.271
140137,143649,2433028182,NA1,420,8,2033,1487815618692,7.3.175.271
140138,143650,2432644951,NA1,420,8,1697,1487748459974,7.3.175.271
140139,143651,2432669922,NA1,420,8,1955,1487745852610,7.3.175.271
140140,143652,2432597509,NA1,420,8,1601,1487743665573,7.3.175.271
140141,143653,2429447587,NA1,420,8,1902,1487478757407,7.3.175.271
140142,143654,2429427737,NA1,420,8,2136,1487476174392,7.3.175.271
140143,143655,2428665237,NA1,440,8,1850,1487403924899,7.3.175.271
140144,143656,2428660094,NA1,440,8,1835,1487401369472,7.3.175.271
140145,143657,2428512378,NA1,440,8,2198,1487398710651,7.3.175.271
140146,143658,2427601758,NA1,440,8,2285,1487312085466,7.3.175.271
140147,143659,2427438660,NA1,440,8,1308,1487310246865,7.3.175.271
140148,143660,2427443343,NA1,440,8,1364,1487308162871,7.3.175.271
140149,143661,2427396790,NA1,420,8,1360,1487305527479,7.3.175.271
140150,143662,2427359714,NA1,420,8,1935,1487303031660,7.3.175.271
140151,143663,2427197069,NA1,420,8,1585,1487290956644,7.3.175.271
140152,143664,2426668367,NA1,440,8,2110,1487228486681,7.3.175.271
140153,143665,2426654446,NA1,440,8,1654,1487226031398,7.3.175.271
140154,143666,2426558300,NA1,440,8,2328,1487222907866,7.3.175.271
140155,143667,2426506357,NA1,440,8,1632,1487217988963,7.3.175.271
140156,143668,2426448623,NA1,440,8,2306,1487215116577,7.3.175.271
140157,143669,2426440495,NA1,440,8,1663,1487212198024,7.3.175.271
140158,143670,2426373984,NA1,420,8,1637,1487209637882,7.3.175.271
140159,143671,2426346891,NA1,420,8,1242,1487207149471,7.3.175.271
140160,143672,2426296520,NA1,420,8,2173,1487202743927,7.3.175.271
140161,143673,2426282760,NA1,420,8,1252,1487200960580,7.3.175.271
140162,143674,2425695558,NA1,420,8,1694,1487136814278,7.3.175.271
140163,143675,2424997256,NA1,420,8,1563,1487089770426,7.3.175.271
140164,143676,2423946320,NA1,440,8,2754,1486966026562,7.3.175.271
140165,143677,2421978496,NA1,440,8,2359,1486796838551,7.3.175.271
140166,143678,2421918968,NA1,440,8,2556,1486793680887,7.3.175.271
